target_id	length	eff_length	est_counts	tpm
BBE29394	801	602	458	6.18788
BAB33635	297	98.0001	32	2.65581
BAB33636	450	251	13	0.421253
BAB33637	597	398	27	0.551765
BAB33638	222	27.8721	9	2.62631
BAB33639	480	281	12	0.347335
BAB33640	1410	1211	308	2.06862
BAB33641	3435	3236	480	1.20644
BAB33645	744	545	18	0.268627
BAB33646	2772	2573	191	0.603763
BAB33647	762	563	97	1.40132
BAB33648	1332	1133	337	2.41921
BAB33649	525	326	46	1.14766
BAB33650	1281	1082	120	0.902043
BAB33651	1083	884	72	0.66245
BAB33652	1851	1652	233	1.14715
BAB33653	414	215	86	3.25337
BAB33654	1392	1193	200	1.36352
BAB33655	225	29.9375	33	8.96545
BAB33656	501	302	187	5.03626
BAB33657	519	320	99	2.51628
BAB33659	2142	1943	81	0.339067
BAB33660	4215	4016	664	1.34477
BAB33661	546	347	49	1.14852
BAB33664	1137	938	253.373	2.19701
BAB33665	1761	1562	279	1.45277
BAB33666	171	9.50903	3	2.56601
BAB33667	264	65.044	9	1.1254
BAB33668	1173	974	60	0.501032
BAB33669	771	572	407	5.78724
BAB33670	447	248	133	4.36187
BAB33671	2445	2246	734	2.65803
BAB33672	579	380	1286	27.5252
BAB33673	768	569	1495	21.3699
BAB33674	741	542	5442	81.6643
BAB33675	261	62.0706	483	63.2899
BAB33676	261	62.0706	854	111.904
BAB33677	774	575	90	1.27306
BAB33680	1740	1541	78	0.411685
BAB33679	636	437	26	0.483911
BAB33681	1056	857	292	2.77125
BAB33682	294	95.0001	121	10.3594
BAB33683	399	200	86	3.49737
BAB33684	378	179	48	2.18103
BAB33685	267	68.0268	23	2.74993
BAB33686	501	302	391	10.5304
BAB33687	1458	1259	9907	64.0014
BAB33688	459	260	8875	277.631
BAB33689	1245	1046	2112	16.4224
BAB33690	402	203	2224	89.107
BAB33691	1056	857	216	2.04996
BAB33692	1104	905	2603	23.3937
BAB33693	1254	1055	2545	19.6204
BAB33695	246	47.5399	82.9143	14.1855
BAB33696	390	191	1137	48.4173
BAB33697	714	515	7261	114.673
BAB33698	201	17.0167	57	27.2442
BAB33699	294	95.0001	87	7.44849
BAB33703	795	596	33	0.45034
BAB33704	594	395	30	0.617728
BAB33705	444	245	24	0.796743
BAB33706	411	212	21	0.805669
BAB33707	555	356	86	1.96481
BAB33708	774	575	2132	30.1573
BAB33710	744	545	36	0.537253
BAB33711	354	155	32	1.67916
BAB33712	1182	983	108	0.8936
BAB33713	417	218	2	0.0746185
BAB33714	618	419	3	0.0582345
BAB33715	459	260	2	0.0625648
BAB33719	273	74.0093	125	13.7372
BAB33720	552	353	79	1.82023
BAB33721	753	554	29	0.425757
BAB33722	261	62.0706	9	1.17931
BAB33723	558	359	288	6.52486
BAB33724	222	27.8721	17	4.96081
BAB33725	324	125	128	8.32862
BAB33726	2334	2135	453	1.72573
BAB33727	957	758	490	5.25775
BAB33728	900	701	423	4.9079
BAB33729	723	524	78	1.2107
BAB33730	279	80.003	3	0.304992
BAB33732	903	704	651	7.5211
BAB33733	1059	860	62	0.586363
BAB33734	1128	929	125	1.09438
BAB33736	957	758	102	1.09447
BAB33737	2199	2000	100	0.406671
BAB33738	957	758	25	0.268253
BAB33739	690	491	34	0.56321
BAB33740	615	416	432	8.44624
BAB33742	711	512	172	2.73232
BAB33743	1644	1445	578	3.25337
BAB33744	2526	2327	895	3.12824
BAB33745	669	470	399	6.90475
BAB33746	588	389	667	13.946
BAB33747	543	344	252	5.9582
BAB33749	192	14.0216	18	10.4412
BBE29395	141	6.28195	28	36.2524
BAB33750	267	68.0268	180	21.5212
BAB33751	381	182	113.488	5.07168
BAB33752	348	149	140.16	7.65086
BAB33753	1539	1340	1478.27	8.97268
BAB33754	1143	944	31	0.267093
BAB33755	921	722	99	1.11525
BAB33756	927	728	292	3.26231
BAB33757	357	158	337	17.3479
BAB33758	576	377	52	1.12185
BAB33759	4254	4055	301	0.603738
BAB33760	858	659	528	6.51661
BAB33761	870	671	115	1.39395
BAB33762	594	395	15	0.308864
BAB33765	1326	1127	41	0.295892
BAB33766	855	656	132	1.6366
BAB33767	720	521	44	0.686891
BAB33768	1428	1229	75	0.496344
BAB33769	696	497	39	0.638236
BAB33772	213	22.4695	5	1.80988
BAB33773	1095	896	16	0.14524
BAB33774	762	563	17	0.245592
BAB33775	168	9.06081	32	28.7248
BAB33779	135	5.87326	0	0
BAB33780	1689	1490	772	4.21409
BAB33781	1473	1274	1133	7.23325
BAB33782	588	389	474	9.91064
BAB33783	2034	1835	901	3.99358
BAB33785	3984	3785	343	0.737058
BAB33786	1089	890	371	3.39045
BAB33789	303	104	5	0.39103
BAB33790	606	407	27	0.539563
BAB33791	864	665	12	0.146768
BAB33792	1548	1349	31	0.186906
BAB33793	1419	1220	46	0.30667
BAB33794	321	122	2275.76	151.719
BAB33795	951	752	52	0.562417
BAB33796	1383	1184	208	1.42884
BBE29396	411	212	10	0.383652
BAB33797	987	788	141	1.45535
BAB33798	1179	980	169	1.4026
BAB33800	972	773	136	1.43098
BAB33801	957	758	1258	13.4985
BAB33802	1050	851	1030	9.84421
BAB33803	816	617	37	0.487742
BAB33805	633	434	50	0.93703
BAB33806	276	77.0053	355	37.4957
BAB33807	1587	1388	45	0.263692
BAB33808	891	692	155	1.82179
BAB33809	1170	971	107	0.896268
BAB33810	1452	1253	117	0.759465
BAB33811	1887	1688	175	0.843216
BAB33812	1260	1061	292	2.23842
BAB33813	1284	1085	843	6.31933
BAB33814	900	701	253	2.93546
BAB33815	660	461	80	1.41144
BAB33816	471	272	18	0.538241
BAB33817	1182	983	130	1.07563
BAB33818	612	413	90	1.77242
BAB33819	1254	1055	103	0.794068
BAB33820	3075	2876	550	1.55542
BAB33821	1092	893	1176	10.711
BAB33822	954	755	197	2.12223
BAB33823	777	578	216	3.03948
BAB33824	948	749	34	0.369207
BAB33825	1665	1466	52	0.288498
BAB33826	945	746	34	0.370692
BAB33827	867	668	54	0.657492
BAB33828	810	611	15	0.199675
BAB33829	951	752	30	0.324472
BAB33830	1014	815	20	0.199593
BAB33831	1212	1013	91	0.730643
BAB33832	540	341	652	15.5513
BAB33833	834	635	882	11.2971
BAB33834	1110	911	1705	15.2223
BAB33835	276	77.0053	479	50.5927
BAB33836	1047	848	246	2.35946
BAB33837	2079	1880	302	1.30654
BAB33838	1032	833	194	1.89422
BAB33839	1305	1106	339	2.49297
BAB33840	1542	1343	107	0.648009
BAB33841	630	431	61	1.15113
BAB33842	963	764	48	0.511
BAB33843	768	569	30	0.428827
BAB33844	828	629	31	0.400852
BAB33845	852	653	126	1.56939
BAB33846	975	776	3394	35.5732
BAB33847	2943	2744	1329	3.93925
BAB33848	624	425	60	1.14825
BAB33849	1158	959	765	6.48808
BAB33850	1221	1022	559	4.44871
BAB33851	1095	896	1160	10.5299
BAB33852	309	110	203	15.0099
BAB33853	213	22.4695	71	25.7003
BAB33854	1095	896	3018	27.3958
BAB33855	261	62.0706	287	37.607
BAB33856	1416	1217	330	2.20545
BAB33857	321	122	117	7.80008
BAB33858	1116	917	321	2.84714
BAB33860	810	611	2028	26.996
BAB33859	459	260	961	30.0624
BAB33861	525	326	1202	29.9889
BAB33862	192	14.0216	539	312.655
BAB33863	678	479	493	8.37114
BAB33864	285	86.0009	617	58.352
BAB33865	2280	2081	97	0.379117
BAB33866	450	251	193	6.25398
BAB33868	978	779	5715	59.6694
BAB33867	909	710	111	1.27156
BAB33869	1269	1070	622	4.72803
BAB33870	3144	2945	1539	4.25037
BAB33871	1203	1004	892	7.22611
BAB33872	690	491	842	13.9477
BAB33873	1296	1097	955	7.0806
BAB33874	1320	1121	5030	36.4952
BAB33875	1374	1175	3820	26.4423
BAB33876	1818	1619	326	1.63774
BAB33877	1446	1247	278	1.81322
BAB33878	582	383	473	10.0447
BAB33879	1071	872	4931	45.993
BAB33880	1128	929	16908	148.03
BAB33881	333	134	5787	351.254
BAB33882	1815	1616	16364	82.3609
BAB33883	972	773	6569	69.1183
BAB33884	243	44.7603	317	57.6022
BAB33885	282	83.0016	303	29.6913
BAB33886	348	149	1128	61.5738
BAB33887	885	686	2067	24.507
BAB33888	540	341	248	5.91521
BAB33889	450	251	804	26.0529
BAB33890	1104	905	1605	14.4245
BAB33891	471	272	7829	234.105
BAB33892	420	221	8449	310.947
BAB33893	978	779	839	8.75987
BAB33894	516	317	929	23.8358
BAB33895	1572	1373	107	0.63385
BAB33896	975	776	317	3.32254
BAB33897	1863	1664	6258	30.5883
BAB33898	900	701	4492	52.1189
BAB33899	243	44.7603	1212	220.233
BAB33900	1449	1250	14465	94.1199
BAB33901	591	392	591	12.2624
BAB33902	912	713	723	8.24749
BAB33903	492	293	3324	92.2713
BAB33904	1365	1166	2345	16.3575
BAB33905	891	692	13024	153.078
BAB33906	330	131	5383	334.215
BAB33907	615	416	9756	190.744
BAB33908	1992	1793	58293	264.429
BAB33909	948	749	43633	473.812
BAB33910	1476	1277	4536	28.8905
BAB33911	579	380	5057	108.239
BAB33912	315	116	1620	113.587
BAB33913	1299	1100	83275	615.737
BAB33914	624	425	7991	152.927
BAB33915	1275	1076	16445	124.307
BAB33916	2355	2156	15660	59.0767
BAB33917	273	74.0093	6649	730.707
BAB33918	1872	1673	16793	81.6405
BAB33919	372	173	163	7.66328
BAB33920	399	200	160	6.50674
BAB33921	696	497	827	13.5339
BAB33922	1701	1502	233	1.26171
BAB33923	819	620	755	9.90441
BAB33924	459	260	672	21.0218
BAB33925	1773	1574	1578	8.15409
BAB33926	1782	1583	1814	9.32029
BAB33927	339	140	67	3.89242
BAB33928	1287	1088	285	2.13054
BAB33929	861	662	578	7.10138
BAB33930	573	374	1278	27.7928
BAB33931	312	113	107	7.70156
BAB33932	354	155	1095	57.4587
BAB33933	1551	1352	1016	6.1121
BAB33934	471	272	646	19.3169
BAB33935	552	353	993	22.8796
BAB33936	219	25.9389	1258	394.46
BAB33937	375	176	1312	60.6309
BAB33938	3150	2951	23839	65.704
BAB33939	1194	995	7965	65.1082
BAB33940	648	449	1388	25.143
BAB33941	3363	3164	10796	27.7523
BAB33942	165	8.64817	56	52.6668
BAB33943	528	329	252	6.22985
BAB33944	378	179	301	13.6769
BAB33945	552	353	8995	207.252
BAB33946	1932	1733	7836	36.7764
BAB33947	330	131	3411	211.779
BAB33948	606	407	3227	64.4878
BAB33949	1875	1676	3448	16.7327
BAB33950	705	506	8240	132.449
BAB33951	963	764	1397	14.8722
BAB33952	960	761	223	2.38338
BAB33953	1305	1106	11075	81.4445
BAB33954	1677	1478	3237	17.8132
BAB33955	1221	1022	962	7.65592
BAB33956	1653	1454	949	5.30854
BAB33957	480	281	513	14.8486
BAB33958	795	596	7227	98.6245
BAB33959	396	197	5839	241.071
BAB33960	2505	2306	7000	24.6895
BAB33961	933	734	197	2.18295
BAB33962	1293	1094	417	3.10022
BAB33963	1356	1157	305	2.14407
BAB33964	4386	4187	542	1.05286
BAB33965	15876	15677	1301	0.674975
BAB33966	2163	1964	171	0.708154
BAB33967	1176	977	164	1.36528
BAB33968	408	209	133	5.17581
BAB33969	423	224	52	1.88812
BAB33971	1017	818	136	1.35226
BAB33972	363	164	1137	56.3884
BAB33974	459	260	667	20.8653
BAB33975	918	719	1588	17.9637
BAB33976	678	479	249	4.22802
BAB33977	780	581	137	1.91786
BAB33978	855	656	1687	20.9163
BAB33979	810	611	1079	14.3633
BAB33981	594	395	695	14.3107
BAB33980	687	488	436	7.26674
BAB33982	2415	2216	351	1.28828
BAB33983	4197	3998	657.005	1.33659
BAB33984	261	62.0706	14	1.83449
BAB33986	372	173	95	4.46633
BAB33987	1095	896	416	3.77623
BAB33988	927	728	33	0.368685
BAB33989	483	284	39	1.11691
BAB33990	816	617	999	13.169
BAB33991	1782	1583	50	0.256899
BAB33992	777	578	5	0.0703583
BAB33993	879	680	54	0.645889
BAB33995	1392	1193	15	0.102264
BAB33998	1302	1103	43	0.317078
BAB33999	1146	947	12	0.103063
BAB34000	786	587	116	1.60729
BAB34001	1236	1037	68	0.533339
BAB34002	1050	851	49	0.468317
BAB34003	1668	1469	27	0.149491
BAB34004	1260	1061	63	0.482946
BAB34005	816	617	49	0.645928
BAB34006	894	695	71	0.830896
BAB34007	1068	869	1077	10.0802
BAB34008	510	311	479	12.527
BAB34009	723	524	2383	36.9884
BAB34010	495	296	8543	234.743
BAB34011	1386	1187	4048	27.7372
BAB34012	522	323	361	9.09029
BAB34013	213	22.4695	328	118.728
BAB34014	867	668	2999	36.5152
BAB34015	543	344	25	0.591092
BAB34016	693	494	52	0.856149
BAB34017	2610	2411	62	0.209155
BAB34018	1008	809	10	0.100537
BAB34019	516	317	13	0.333547
BAB34020	633	434	11	0.206147
BAB34021	762	563	618	8.92798
BAB34022	891	692	925	10.872
BAB34023	2973	2774	4405	12.9155
BAB34024	2238	2039	4070	16.2349
BAB34025	1137	938	219.206	1.90074
BAB34026	1335	1136	228	1.63241
BAB34027	408	209	77	2.99652
BAB34028	4851	4652	323	0.564724
BAB34029	462	263	11	0.340181
BAB34030	1902	1703	23	0.109847
BAB34031	1449	1250	534	3.4746
BAB34032	684	485	631	10.5818
BAB34033	1383	1184	81	0.556425
BAB34034	333	134	3	0.182091
BAB34035	1224	1025	103	0.817309
BAB34036	3138	2939	263	0.727829
BAB34037	1377	1178	7208	49.7671
BAB34038	1248	1049	1686	13.0724
BAB34039	654	455	3095	55.3251
BAB34040	369	170	166	7.94204
BAB34041	249	50.3754	345	55.7024
BAB34042	1119	920	232	2.05104
BAB34043	153	7.28986	290.667	324.302
BAB34044	153	7.28986	145.333	162.151
BAB34045	744	545	255.245	3.8092
BAB34046	2241	2042	249	0.991783
BAB34047	1203	1004	52	0.421253
BBE29397	219	25.9389	19	5.95766
BAB34048	3882	3683	783	1.72915
BAB34049	1134	935	76	0.661112
BAB34050	816	617	69	0.909572
BAB34051	993	794	61	0.62486
BAB34052	1005	806	87	0.877925
BAB34053	1251	1052	132	1.02054
BAB34054	957	758	126	1.35199
BAB34055	1176	977	98	0.815839
BAB34056	1611	1412	219	1.26149
BAB34057	858	659	52	0.641787
BAB34058	747	548	73	1.08347
BAB34059	414	215	43	1.62668
BAB34060	2106	1907	627	2.67418
BBE29398	198	15.9266	28	14.2991
BAB34061	1089	890	225	2.0562
BAB34062	1161	962	176	1.48803
BAB34063	630	431	73	1.37759
BAB34064	1221	1022	134	1.06642
BAB34065	903	704	56	0.646977
BAB34066	747	548	551	8.17795
BAB34067	564	365	27831	620.168
BAB34068	1596	1397	9294	54.1102
BAB34069	429	230	928	32.8166
BAB34070	1239	1040	216	1.68925
BAB34072	411	212	1511	57.9698
BAB34073	807	608	1435	19.1965
BAB34074	1464	1265	197	1.26663
BAB34075	879	680	56	0.669811
BAB34076	552	353	12	0.27649
BAB34077	1533	1334	20	0.12194
BAB34078	909	710	11	0.126011
BAB34079	297	98.0001	5	0.41497
BAB34080	1059	860	56	0.529618
BAB34081	1659	1460	641	3.57091
BAB34082	681	482	303	5.11292
BAB34083	1386	1187	346	2.37082
BAB34084	561	362	255	5.72934
BAB34085	210	20.9285	64056	24894
BAB34086	384	185	351	15.4315
BAB34087	789	590	313	4.31485
BAB34088	204	18.2087	5146	2298.6
BAB34089	966	767	18161	192.583
BAB34090	954	755	407	4.38451
BAB34091	642	443	1732	31.7993
BAB34092	264	65.044	1316	164.559
BAB34093	1212	1013	10857	87.1713
BAB34094	1089	890	5992	54.7589
BAB34095	1113	914	3716	33.0676
BAB34096	1902	1703	9091	43.418
BAB34097	468	269	5239	158.405
BAB34098	318	119	6725	459.641
BAB34099	612	413	1130	22.2537
BAB34100	642	443	1632	29.9633
BAB34101	1032	833	3902	38.0992
BAB34102	582	383	5375	114.144
BAB34103	2583	2384	24048	82.0438
BAB34104	483	284	235	6.73012
BAB34106	708	509	76	1.21442
BAB34107	1428	1229	181	1.19784
BAB34108	555	356	27	0.61686
BAB34109	708	509	23	0.367522
BAB34112	1671	1472	146	0.806711
BAB34113	936	737	94	1.03737
BAB34114	726	527	216	3.33362
BAB34115	675	476	138	2.35801
BAB34116	741	542	204	3.06129
BAB34117	909	710	1289	14.7662
BAB34118	1539	1340	7703	46.755
BAB34119	879	680	11649	139.333
BAB34120	468	269	1417	42.8441
BAB34121	1080	881	3233	29.8472
BAB34122	1425	1226	9487	62.9378
BAB34123	1176	977	932	7.7588
BAB34127	1665	1466	431	2.3912
BAB34128	753	554	2218	32.563
BAB34129	1221	1022	1883	14.9855
BAB34130	1149	950	1097	9.39196
BAB34131	801	602	816	11.0247
BAB34132	1947	1748	1071	4.98335
BAB34133	1665	1466	14143	78.4659
BAB34136	327	128	446	28.3399
BAB34137	447	248	9771	320.45
BAB34138	531	332	6120	149.929
BAB34139	363	164	1272	63.0836
BAB34140	765	566	945	13.5796
BAB34141	546	347	2873	67.341
BAB34142	1641	1442	6792	38.3094
BAB34143	1320	1121	475	3.44636
BAB34144	2199	2000	315	1.28101
BAB34145	678	479	179	3.03942
BAB34146	2685	2486	672	2.19858
