target_id	length	eff_length	est_counts	tpm
BAB33474	591	392	5327	95.9909
BAB33475	234	36.8813	1875	359.111
BAB33476	315	116	1358	82.6942
BAB33477	849	650	4752	51.6412
BAB33478	378	179	5076	200.31
BAB33479	822	623	10319	116.999
BAB33480	990	791	7070	63.1359
BAB33481	1287	1088	23757	154.24
BAB33482	2355	2156	38511	126.174
BAB33483	816	617	1431	16.3828
BAB33484	753	554	401	5.11291
BAB33485	660	461	1835	28.117
BAB33486	2907	2708	8215	21.4285
BAB33487	2352	2153	1902	6.24022
BAB33488	696	497	121	1.71974
BAB33489	1503	1304	297	1.60884
BAB33490	1701	1502	119	0.559642
BAB33491	879	680	533	5.53671
BAB33492	765	566	1779	22.202
BAB33493	699	500	389	5.49557
BAB33494	1611	1412	720	3.6019
BAB33495	984	785	4626	41.6265
BAB33496	570	371	149	2.83691
BAB33497	1659	1460	1239	5.99449
BAB33498	606	407	3185	55.2775
BAB33499	1401	1202	3597	21.1383
BAB33500	1092	893	3911	30.9364
BAB33501	1572	1373	5571	28.6613
BAB33502	87	3.88332	378	687.578
BAB33503	945	746	95	0.899535
BAB33504	1725	1526	3907	18.0852
BAB33505	492	293	1389	33.4864
BAB33506	87	3.88332	23	41.8367
BAB33507	1005	806	3763	32.9786
BAB33508	459	260	3694	100.359
BAB33509	942	743	6210	59.0386
BAB33510	366	167	1533	64.8424
BAB33511	1767	1568	4331	19.5108
BAB33512	1488	1289	3509	19.2293
BAB33513	1359	1160	3276	19.9489
BAB33514	1083	884	2428	19.4013
BAB33515	1317	1118	2265	14.3107
BAB33516	1245	1046	3334	22.5148
BAB33517	1068	869	2942	23.9142
BAB33518	1476	1277	4306	23.8186
BAB33519	921	722	4685	45.8359
BAB33520	831	632	4360	48.7307
BAB33521	1263	1064	4554	30.2332
BAB33522	1152	953	19786	146.656
BAB33523	918	719	51018	501.22
BAB33524	513	314	2169	48.7937
BAB33525	2706	2507	19818	55.8392
BAB33526	399	200	743	26.2417
BAB33528	198	15.9266	495	219.541
BAB33529	744	545	1926	24.9628
BAB33530	621	422	841	14.0772
BAB33531	1044	845	6745	56.3844
BAB33533	1203	1004	671	4.72087
BAB33534	1386	1187	457	2.71956
BAB33535	441	242	45	1.3135
BAB33536	894	695	3990	40.5529
BAB33537	552	353	1149	22.9921
BAB33538	855	656	2022	21.7726
BAB33539	1371	1172	12856	77.4839
BAB33540	765	566	11393	142.185
BAB33541	2664	2465	58538	167.747
BAB33542	1893	1694	23326	97.2658
BAB33543	1425	1226	41234	237.574
BAB33544	1854	1655	883	3.76874
BAB33545	2598	2399	41018	120.775
BAB33546	363	164	771	33.2081
BAB33547	795	596	9326	110.531
BAB33548	867	668	12862	136.008
BAB33549	309	110	3460	222.186
BAB33550	1551	1352	4158	21.7241
BAB33551	2391	2192	4445	14.324
BAB33552	537	338	5625	117.554
BAB33553	663	464	25361	386.084
BAB33554	927	728	2887	28.0123
BAB33555	771	572	2088	25.785
BAB33556	441	242	394	11.5004
BAB33557	1230	1031	1689	11.5719
BAB33558	381	182	5858	227.359
BAB33559	897	698	345	3.49138
BAB33560	852	653	11617	125.665
BAB33561	795	596	4532	53.7127
BAB33562	1110	911	2544	19.7257
BAB33563	591	392	200	3.60394
BAB33564	606	407	814	14.1274
BAB33565	549	350	221	4.46023
BAB33566	2601	2402	806	2.37026
BAB33567	726	527	70	0.938255
BAB33568	597	398	45	0.798662
BAB33569	483	284	1202	29.8964
BAB33570	1398	1199	13032	76.776
BAB33571	927	728	2097	20.347
BAB33572	456	257	20624	566.857
BAB33573	705	506	1732	24.1786
BAB33574	531	332	454	9.65942
BAB33575	2430	2231	2616	8.28269
BAB33576	2535	2336	11893	35.9627
BAB33577	2244	2045	2058	7.10862
BAB33578	798	599	284	3.34908
BAB33579	891	692	226	2.30694
BAB33580	1983	1784	378	1.49668
BAB33581	1281	1082	8081	52.7559
BAB33582	1422	1223	1905	11.0028
BAB33583	345	146	3079	148.967
BAB33584	624	425	1331	22.1219
BAB33585	801	602	1699	19.9356
BAB33586	699	500	7473	105.574
BAB33587	1518	1319	2305	12.3441
BAB33588	1425	1226	16130	92.9346
BAB33589	1158	959	622	4.58147
BAB33590	387	188	6544	245.878
BAB33591	825	626	11699	132.01
BAB33592	2673	2474	6827	19.4923
BAB33593	795	596	7677	90.9869
BAB33594	726	527	206138	2763
BAB33595	852	653	82922	896.995
BAB33596	726	527	14034	188.107
BAB33597	558	359	26660	524.565
BAB33598	1197	998	2918	20.6532
BAB33599	759	560	20037	252.742
BAB33600	828	629	11777	132.257
BAB33601	1353	1154	23322	142.756
BAB33602	2433	2234	69162	218.684
BAB33603	486	287	39952	983.309
BAB33604	1026	827	23150	197.733
BAB33605	456	257	11275	309.897
BAB33606	789	590	16463	197.102
BAB33607	1149	950	9120	67.8117
BAB33608	597	398	2413	42.826
BAB33609	3483	3284	17184	36.9619
BAB33610	960	761	17164	159.319
BAB33611	2142	1943	3043	11.0627
BAB33612	390	191	560	20.7104
BAB33613	1296	1097	1080	6.95425
BAB33614	261	62.0706	1853	210.874
BBE29393	201	17.0167	2046	849.307
BAB33615	459	260	1341	36.4325
BAB33616	411	212	928	30.9204
BAB33617	711	512	1912	26.3786
BAB33618	825	626	348	3.9268
BAB33619	1719	1520	19540	90.806
BAB33620	708	509	2972	41.2443
BAB33621	405	206	4357	149.401
BAB33622	816	617	40117	459.279
BAB33623	654	455	6753	104.838
BAB33624	1032	833	8629	73.1727
BAB33625	576	377	1681	31.4963
BAB33626	804	605	505	5.89616
BAB33627	915	716	1153	11.375
BAB33628	780	581	3071	37.3368
BAB33629	771	572	1891	23.3523
BAB33630	1359	1160	109565	667.187
BAB33631	756	557	3940	49.966
BAB33632	723	524	2434	32.8112
BAB33633	468	269	1775	46.61
BAB33634	741	542	3773	49.1723
BBE29394	801	602	250	2.93344
BAB33635	297	98.0001	20	1.44157
BAB33636	450	251	12	0.337708
BAB33637	597	398	23	0.408205
BAB33638	222	27.8721	5	1.26717
BAB33639	480	281	10	0.251378
BAB33640	1410	1211	308	1.79655
BAB33641	3435	3236	434	0.947359
BAB33645	744	545	12	0.155531
BAB33646	2772	2573	200	0.549065
BAB33647	762	563	165	2.07018
BAB33648	1332	1133	454	2.83048
BAB33649	525	326	100	2.16679
BAB33650	1281	1082	132	0.861748
BAB33651	1083	884	107	0.854998
BAB33652	1851	1652	395	1.68896
BAB33653	414	215	132	4.3368
BAB33654	1392	1193	332	1.96576
BAB33655	225	29.9375	39	9.20202
BAB33656	501	302	215	5.02881
BAB33657	519	320	164	3.62016
BAB33659	2142	1943	160	0.581675
BAB33660	4215	4016	490.317	0.862415
BAB33661	546	347	87	1.77102
BAB33664	1137	938	311.546	2.34613
BAB33665	1761	1562	411.683	1.86173
BAB33666	171	9.50903	5	3.71421
BAB33667	264	65.044	20	2.17198
BAB33668	1173	974	113	0.819507
BAB33669	771	572	1203	14.856
BAB33670	447	248	1551	44.1767
BAB33671	2445	2246	2694	8.47269
BAB33672	579	380	2666	49.5576
BAB33673	768	569	2571	31.9171
BAB33674	741	542	5005	65.2286
BAB33675	261	62.0706	777	88.4237
BAB33676	261	62.0706	1809	205.867
BAB33677	774	575	175	2.14983
BAB33680	1740	1541	66	0.302534
BAB33679	636	437	38	0.614236
BAB33681	1056	857	473	3.89865
BAB33682	294	95.0001	218	16.2094
BAB33683	399	200	175	6.18075
BAB33684	378	179	60	2.36773
BAB33685	267	68.0268	18	1.86907
BAB33686	501	302	432	10.1044
BAB33687	1458	1259	23490	131.793
BAB33688	459	260	9938	269.997
BAB33689	1245	1046	2442	16.491
BAB33690	402	203	6832	237.731
BAB33691	1056	857	207	1.70617
BAB33692	1104	905	3255	25.406
BAB33693	1254	1055	3838	25.6972
BAB33695	246	47.5399	80.4222	11.9495
BAB33696	390	191	1724	63.7584
BAB33697	714	515	12343	169.296
BAB33698	201	17.0167	28	11.623
BAB33699	294	95.0001	45	3.34597
BAB33703	795	596	72	0.853335
BAB33704	594	395	55	0.983556
BAB33705	444	245	28	0.807282
BAB33706	411	212	22	0.733027
BAB33707	555	356	111	2.20245
BAB33708	774	575	2331	28.6357
BAB33710	744	545	70	0.907267
BAB33711	354	155	69	3.14449
BAB33712	1182	983	307	2.20606
BAB33713	417	218	15	0.486036
BAB33714	618	419	11	0.185444
BAB33715	459	260	4	0.108673
BAB33719	273	74.0093	159	15.1755
BAB33720	552	353	150	3.00158
BAB33721	753	554	50	0.63752
BAB33722	261	62.0706	16	1.82082
BAB33723	558	359	130	2.55789
BAB33724	222	27.8721	22	5.57553
BAB33725	324	125	166	9.38062
BAB33726	2334	2135	759	2.51118
BAB33727	957	758	349	3.25229
BAB33728	900	701	687	6.92265
BAB33729	723	524	164	2.21078
BAB33730	279	80.003	7	0.618053
BAB33732	903	704	554	5.55867
BAB33733	1059	860	150	1.23204
BAB33734	1128	929	174	1.32302
BAB33736	957	758	326	3.03796
BAB33737	2199	2000	750	2.64889
BAB33738	957	758	168	1.56557
BAB33739	690	491	616	8.86202
BAB33740	615	416	171	2.9036
BAB33742	711	512	328	4.5252
BAB33743	1644	1445	759	3.71029
BAB33744	2526	2327	1165	3.53641
BAB33745	669	470	345	5.18507
BAB33746	588	389	768	13.9459
BAB33747	543	344	291	5.97541
BAB33749	192	14.0216	17	8.56417
BBE29395	141	6.28195	89	100.076
BAB33750	267	68.0268	380	39.4582
BAB33751	381	182	102.686	3.98539
BAB33752	348	149	72.5753	3.44061
BAB33753	1539	1340	1216.7	6.41373
BAB33754	1143	944	42	0.314276
BAB33755	921	722	286	2.79809
BAB33756	927	728	649	6.29719
BAB33757	357	158	351	15.6922
BAB33758	576	377	140	2.62313
BAB33759	4254	4055	473	0.823955
BAB33760	858	659	1716	18.3935
BAB33761	870	671	755	7.948
BAB33762	594	395	59	1.05509
BAB33765	1326	1127	1046	6.55603
BAB33766	855	656	262	2.82118
BAB33767	720	521	174	2.35909
BAB33768	1428	1229	386	2.21855
BAB33769	696	497	151	2.14612
BAB33772	213	22.4695	18	5.65864
BAB33773	1095	896	50	0.394181
BAB33774	762	563	52	0.652422
BAB33775	168	9.06081	49	38.1999
BAB33779	135	5.87326	2	2.40538
BAB33780	1689	1490	502	2.37986
BAB33781	1473	1274	551	3.05503
BAB33782	588	389	361	6.55528
BAB33783	2034	1835	1319	5.07741
BAB33785	3984	3785	876	1.63483
BAB33786	1089	890	807	6.40497
BAB33789	303	104	9	0.611283
BAB33790	606	407	74	1.28431
BAB33791	864	665	32	0.339908
BAB33792	1548	1349	53	0.277522
BAB33793	1419	1220	210	1.21589
BAB33794	321	122	4108.4	237.873
BAB33795	951	752	106	0.995684
BAB33796	1383	1184	189	1.12757
BBE29396	411	212	62	2.0658
BAB33797	987	788	477	4.27588
BAB33798	1179	980	465	3.35166
BAB33800	972	773	307	2.80538
BAB33801	957	758	2046	19.0665
BAB33802	1050	851	7440	61.7557
BAB33803	816	617	60	0.686909
BAB33805	633	434	178	2.8971
BAB33806	276	77.0053	15247	1398.61
BAB33807	1587	1388	939	4.7787
BAB33808	891	692	226	2.30694
BAB33809	1170	971	236	1.71683
BAB33810	1452	1253	219	1.2346
BAB33811	1887	1688	276	1.15497
BAB33812	1260	1061	10826	72.0752
BAB33813	1284	1085	16104	104.843
BAB33814	900	701	1918	19.327
BAB33815	660	461	89	1.36371
BAB33816	471	272	86	2.23338
BAB33817	1182	983	456	3.27676
BAB33818	612	413	3713	63.5051
BAB33819	1254	1055	5397	36.1354
BAB33820	3075	2876	36944	90.7378
BAB33821	1092	893	1729	13.6766
BAB33822	954	755	671	6.27782
BAB33823	777	578	474	5.79274
BAB33824	948	749	237	2.23512
BAB33825	1665	1466	50	0.240918
BAB33826	945	746	37	0.350345
BAB33827	867	668	69	0.729636
BAB33828	810	611	36	0.416193
BAB33829	951	752	73	0.685707
BAB33830	1014	815	49	0.42469
BAB33831	1212	1013	146	1.01807
BAB33832	540	341	869	18.0011
BAB33833	834	635	1371	15.251
BAB33834	1110	911	6553	50.8107
BAB33835	276	77.0053	1720	157.776
BAB33836	1047	848	517	4.30654
BAB33837	2079	1880	446	1.67575
BAB33838	1032	833	561	4.7572
BAB33839	1305	1106	510	3.25723
BAB33840	1542	1343	540	2.84021
BAB33841	630	431	334	5.47397
BAB33842	963	764	264	2.44087
BAB33843	768	569	185	2.29664
BAB33844	828	629	114	1.28023
BAB33845	852	653	643	6.95555
BAB33846	975	776	5887	53.5878
BAB33847	2943	2744	1792	4.61304
BAB33848	624	425	41	0.681441
BAB33849	1158	959	1388	10.2236
BAB33850	1221	1022	806	5.5708
BAB33851	1095	896	1859	14.6556
BAB33852	309	110	1179	75.7102
BAB33853	213	22.4695	260	81.7359
BAB33854	1095	896	4636	36.5484
BAB33855	261	62.0706	1702	193.69
BAB33856	1416	1217	1335	7.74862
BAB33857	321	122	2655	153.723
BAB33858	1116	917	528	4.06722
BAB33860	810	611	3606	41.6887
BAB33859	459	260	834	22.6582
BAB33861	525	326	2760	59.8033
BAB33862	192	14.0216	2354	1185.89
BAB33863	678	479	4956	73.0852
BAB33864	285	86.0009	3753	308.254
BAB33865	2280	2081	170	0.577046
BAB33866	450	251	145	4.08063
BAB33868	978	779	11367	103.072
BAB33867	909	710	325	3.23339
BAB33869	1269	1070	817	5.39351
BAB33870	3144	2945	2392	5.73732
BAB33871	1203	1004	1401	9.85684
BAB33872	690	491	1230	17.6953
BAB33873	1296	1097	1278	8.2292
BAB33874	1320	1121	4043	25.476
BAB33875	1374	1175	2109	12.6786
BAB33876	1818	1619	495	2.15969
BAB33877	1446	1247	423	2.39611
BAB33878	582	383	1112	20.5088
BAB33879	1071	872	3672	29.7454
BAB33880	1128	929	25569	194.416
BAB33881	333	134	14606	769.945
BAB33882	1815	1616	22273	97.3578
BAB33883	972	773	9496	86.775
BAB33884	243	44.7603	622	98.1591
BAB33885	282	83.0016	574	48.8494
BAB33886	348	149	1945	92.2076
BAB33887	885	686	9032	93.0022
BAB33888	540	341	1160	24.0291
BAB33889	450	251	1284	36.1347
BAB33890	1104	905	2368	18.4827
BAB33891	471	272	6567	170.542
BAB33892	420	221	7970	254.741
BAB33893	978	779	593	5.37713
BAB33894	516	317	922	20.5449
BAB33895	1572	1373	178	0.915763
BAB33896	975	776	3093	28.1547
BAB33897	1863	1664	7967	33.8201
BAB33898	900	701	6133	61.8
BAB33899	243	44.7603	659	103.998
BAB33900	1449	1250	8926	50.4406
BAB33901	591	392	450	8.10886
BAB33902	912	713	1308	12.9584
BAB33903	492	293	6078	146.53
BAB33904	1365	1166	1359	8.23293
BAB33905	891	692	7442	75.9656
BAB33906	330	131	3224	173.843
BAB33907	615	416	5113	86.8192
BAB33908	1992	1793	30129	118.696
BAB33909	948	749	24924	235.055
BAB33910	1476	1277	3098	17.1366
BAB33911	579	380	5315	98.7991
BAB33912	315	116	18636	1134.82
BAB33913	1299	1100	98688	633.731
BAB33914	624	425	13017	216.349
BAB33915	1275	1076	27141	178.175
BAB33916	2355	2156	38912	127.488
BAB33917	273	74.0093	14154	1350.91
BAB33918	1872	1673	19850	83.8104
BAB33919	372	173	160	6.53292
BAB33920	399	200	491	17.3414
BAB33921	696	497	1904	27.061
BAB33922	1701	1502	531	2.49723
BAB33923	819	620	1500	17.0896
BAB33924	459	260	685	18.6102
BAB33925	1773	1574	1132	5.08013
BAB33926	1782	1583	836	3.73043
BAB33927	339	140	1223	61.7066
BAB33928	1287	1088	1805	11.7188
BAB33929	861	662	1789	19.0891
BAB33930	573	374	13266	250.554
BAB33931	312	113	270	16.8779
BAB33932	354	155	3198	145.74
BAB33933	1551	1352	1855	9.69172
BAB33934	471	272	1443	37.4741
BAB33935	552	353	1191	23.8325
BAB33936	219	25.9389	1256	342.036
BAB33937	375	176	2498	100.257
BAB33938	3150	2951	32598	78.0288
BAB33939	1194	995	12737	90.4227
BAB33940	648	449	2403	37.8043
BAB33941	3363	3164	6864	15.3241
BAB33942	165	8.64817	96	78.4116
BAB33943	528	329	339	7.27842
BAB33944	378	179	480	18.9418
BAB33945	552	353	7463	149.339
BAB33946	1932	1733	5823	23.7346
BAB33947	330	131	6802	366.774
BAB33948	606	407	5035	87.3853
BAB33949	1875	1676	22826	96.2031
BAB33950	705	506	20739	289.515
BAB33951	963	764	2408	22.2637
BAB33952	960	761	420	3.8985
BAB33953	1305	1106	5185	33.1152
BAB33954	1677	1478	8870	42.3919
BAB33955	1221	1022	999	6.90475
BAB33956	1653	1454	2700	13.1169
BAB33957	480	281	1192	29.9642
BAB33958	795	596	11062	131.105
BAB33959	396	197	8550	306.573
BAB33960	2505	2306	23542	72.1137
BAB33961	933	734	6835	65.7773
BAB33962	1293	1094	9464	61.107
BAB33963	1356	1157	10955	66.8825
BAB33964	4386	4187	11811	19.9259
BAB33965	15876	15677	1476	0.665054
BAB33966	2163	1964	248	0.891956
BAB33967	1176	977	267	1.93041
BAB33968	408	209	172	5.8132
BAB33969	423	224	35	1.10371
BAB33971	1017	818	160	1.38166
BAB33972	363	164	1678	72.2739
BAB33974	459	260	479	13.0135
BAB33975	918	719	3184	31.2808
BAB33976	678	479	557	8.21397
BAB33977	780	581	348	4.23094
BAB33978	855	656	4895	52.7087
BAB33979	810	611	1850	21.3877
BAB33981	594	395	1736	31.0446
BAB33980	687	488	1047	15.1552
BAB33982	2415	2216	1186	3.78049
BAB33983	4197	3998	500.301	0.883939
BAB33984	261	62.0706	15	1.70702
BAB33986	372	173	132	5.38966
BAB33987	1095	896	506	3.98911
BAB33988	927	728	76	0.737421
BAB33989	483	284	77	1.91516
BAB33990	816	617	3424	39.1996
BAB33991	1782	1583	111	0.495308
BAB33992	777	578	17	0.207756
BAB33993	879	680	190	1.97369
BAB33995	1392	1193	45	0.266444
BAB33998	1302	1103	641	4.10503
BAB33999	1146	947	119	0.887627
BAB34000	786	587	431	5.18648
BAB34001	1236	1037	219	1.49176
BAB34002	1050	851	69	0.572734
BAB34003	1668	1469	41	0.197149
BAB34004	1260	1061	79	0.525951
BAB34005	816	617	54	0.618219
BAB34006	894	695	399	4.05529
BAB34007	1068	869	12247	99.5505
BAB34008	510	311	6906	156.855
BAB34009	723	524	2836	38.2304
BAB34010	495	296	19603	467.804
BAB34011	1386	1187	4597	27.3563
BAB34012	522	323	425	9.29437
BAB34013	213	22.4695	332	104.37
BAB34014	867	668	7606	80.4291
BAB34015	543	344	145	2.97744
BAB34016	693	494	50	0.714951
BAB34017	2610	2411	127	0.372083
BAB34018	1008	809	38	0.331794
BAB34019	516	317	20	0.445661
BAB34020	633	434	18	0.292965
BAB34021	762	563	305	3.8267
BAB34022	891	692	206	2.10278
BAB34023	2973	2774	909	2.31468
BAB34024	2238	2039	705	2.44234
BAB34025	1137	938	389.777	2.93526
BAB34026	1335	1136	368	2.28825
BAB34027	408	209	263	8.8888
BAB34028	4851	4652	591	0.89739
BAB34029	462	263	30	0.805747
BAB34030	1902	1703	51	0.211538
BAB34031	1449	1250	1891	10.686
BAB34032	684	485	1883	27.4247
BAB34033	1383	1184	3493	20.8392
BAB34034	333	134	2427	127.938
BAB34035	1224	1025	3860	26.6009
BAB34036	3138	2939	4893	11.76
BAB34037	1377	1178	6536	39.1922
BAB34038	1248	1049	2218	14.9355
BAB34039	654	455	5594	86.8449
BAB34040	369	170	304	12.6316
BAB34041	249	50.3754	444	62.2584
BAB34042	1119	920	2427	18.6344
BAB34043	153	7.28986	366.289	354.926
BAB34044	153	7.28986	187.711	181.888
BAB34045	744	545	376.603	4.88114
BAB34046	2241	2042	660	2.28308
BAB34047	1203	1004	114	0.802056
BBE29397	219	25.9389	17	4.62947
BAB34048	3882	3683	779	1.49406
BAB34049	1134	935	68	0.513725
BAB34050	816	617	87	0.996019
BAB34051	993	794	75	0.667228
BAB34052	1005	806	127	1.11302
BAB34053	1251	1052	103	0.6916
BAB34054	957	758	387	3.60641
BAB34055	1176	977	167	1.20741
BAB34056	1611	1412	290	1.45076
BAB34057	858	659	105	1.12548
BAB34058	747	548	151	1.94639
BAB34059	414	215	40	1.31418
BAB34060	2106	1907	6361	23.5618
BBE29398	198	15.9266	304	134.829
BAB34061	1089	890	3521	27.9453
BAB34062	1161	962	3384	24.8478
BAB34063	630	431	420	6.88344
BAB34064	1221	1022	251	1.73483
BAB34065	903	704	98	0.983302
BAB34066	747	548	2079	26.7983
BAB34067	564	365	48479	938.197
BAB34068	1596	1397	13066	66.0663
BAB34069	429	230	1462	44.9007
BAB34070	1239	1040	1682	11.4242
BAB34072	411	212	3941	131.312
BAB34073	807	608	2304	26.7678
BAB34074	1464	1265	269	1.50209
BAB34075	879	680	54	0.560942
BAB34076	552	353	11	0.220116
BAB34077	1533	1334	49	0.259462
BAB34078	909	710	17	0.169131
BAB34079	297	98.0001	11	0.792866
BAB34080	1059	860	71	0.583168
BAB34081	1659	1460	923	4.46563
BAB34082	681	482	436	6.38959
BAB34083	1386	1187	352	2.09472
BAB34084	561	362	496	9.67847
BAB34085	210	20.9285	98407	33214.1
BAB34086	384	185	483	18.442
BAB34087	789	590	1245	14.9056
BAB34088	204	18.2087	11174	4334.74
BAB34089	966	767	14854	136.799
BAB34090	954	755	452	4.22888
BAB34091	642	443	2548	40.6283
BAB34092	264	65.044	3060	332.313
BAB34093	1212	1013	11964	83.4258
BAB34094	1089	890	6859	54.4383
BAB34095	1113	914	3746	28.9504
BAB34096	1902	1703	5972	24.7707
BAB34097	468	269	2857	75.0225
BAB34098	318	119	5053	299.941
BAB34099	612	413	1686	28.8364
BAB34100	642	443	2707	43.1636
BAB34101	1032	833	5324	45.1467
BAB34102	582	383	8659	159.699
BAB34103	2583	2384	32211	95.4402
BAB34104	483	284	3779	93.9922
BAB34106	708	509	45	0.624494
BAB34107	1428	1229	208	1.19549
BAB34108	555	356	27	0.535732
BAB34109	708	509	38	0.52735
BAB34112	1671	1472	191	0.916556
BAB34113	936	737	874	8.37679
BAB34114	726	527	1674	22.4377
BAB34115	675	476	1218	18.0748
BAB34116	741	542	1652	21.53
BAB34117	909	710	14951	148.746
BAB34118	1539	1340	3919	20.6587
BAB34119	879	680	11083	115.128
BAB34120	468	269	2948	77.4121
BAB34121	1080	881	7930	63.5815
BAB34122	1425	1226	8517	49.0715
BAB34123	1176	977	1373	9.9268
BAB34127	1665	1466	6034	29.074
BAB34128	753	554	3442	43.8869
BAB34129	1221	1022	3021	20.8801
BAB34130	1149	950	2724	20.2543
BAB34131	801	602	3795	44.5296
BAB34132	1947	1748	2201	8.89431
BAB34133	1665	1466	20734	99.9039
BAB34136	327	128	457	25.2197
BAB34137	447	248	17470	497.593
BAB34138	531	332	10189	216.784
BAB34139	363	164	998	42.9853
BAB34140	765	566	1655	20.6545
BAB34141	546	347	4935	100.46
BAB34142	1641	1442	16098	78.857
