target_id	length	eff_length	est_counts	tpm
BAA31817	504	305	134.861	4.07021
BAA31818	1416	1217	86	0.650487
BAA31819	747	548	194	3.25875
BAA31820	861	662	157	2.18309
BAA31821	561	362	193	4.90771
BAA31822	462	263	59	2.06503
BAA31823	339	140	93	6.11484
BAA31824	255	56.1701	3767	617.335
BAA31825	858	659	7129	99.5804
BAA31826	285	86.0009	602	64.4354
BAA31827	276	77.0053	496	59.2914
BAA31828	207	19.5103	219	103.326
BAA31829	381	182	490	24.7831
BAA31830	777	578	979.054	15.5923
BAA31831	465	266	956.127	33.0876
BAA31832	2211	2012	1935	8.85286
BAA31833	342	143	161	10.3638
BAA31834	888	689	860.299	11.4937
BAA31836	3903	3704	5201	12.9255
BAA31837	438	239	393	15.1365
BAA31838	1107	908	1580	16.0178
BAA31839	1722	1523	2972	17.963
BAA31840	999	800	11117	127.917
BAA31757	2697	2498	2850	10.5023
BAA31754	324	125	856	63.0368
BAA31755	381	182	873	44.1543
BAA31756	1041	842	2614	28.5775
BAB33424	84	3.8053	851	2058.6
BAB33425	2463	2264	1220	4.96037
BAB33426	933	734	480	6.01971
BAB33427	1287	1088	918	7.76684
BAB33428	297	98.0001	122	11.4595
BAB33429	777	578	1117	17.7892
BAB33430	1431	1232	218	1.62883
BAB33431	954	755	14805	180.506
BAB33432	588	389	913	21.6049
BAB33433	567	368	3237	80.9702
BAB33434	714	515	53	0.947325
BAB33436	405	206	33	1.47461
BAB33437	1917	1718	15003	80.3869
BAB33438	1131	932	4919	48.5838
BAB33439	210	20.9285	1691	743.766
BAB33440	1167	968	5090	48.4031
BAB33441	900	701	1637	21.4962
BAB33445	2451	2252	75	0.306566
BAB33446	684	485	20	0.379593
BAB33447	534	335	57	1.56625
BAB33448	1422	1223	77	0.579555
BAB33449	264	65.044	58537	8284.26
BAB33451	942	743	5497	68.1032
BAB33452	2817	2618	17276	60.7441
BAB33453	495	296	2059	64.0317
BAB33454	450	251	1580	57.9447
BAB33455	951	752	2381	29.1455
BAB33456	915	716	557	7.16098
BAB33457	822	623	368	5.43739
BAB33458	1149	950	499	4.83512
BAB33459	3222	3023	1150	3.50179
BBE29392	219	25.9389	5	1.77439
BAB33460	396	197	56	2.61669
BAB33461	591	392	24	0.56358
BAB33462	786	587	18	0.28227
BAB33463	1554	1355	187	1.27038
BAB33464	1218	1019	188	1.6983
BAB33465	1143	944	236	2.30129
BAB33466	1515	1316	9	0.0629531
BAB33467	771	572	39	0.627623
BAB33468	942	743	42	0.520345
BAB33469	1287	1088	36	0.304582
BAB33470	288	89.0004	5	0.51714
BAB33471	1332	1133	53	0.430602
BAB33472	531	332	67	1.85766
BAB33473	1863	1664	336	1.85873
BAB33474	591	392	7449	174.921
BAB33475	234	36.8813	2069	516.399
BAB33476	315	116	1503	119.27
BAB33477	849	650	2997	42.4428
BAB33478	378	179	2256	116.016
BAB33479	822	623	5183	76.5815
BAB33480	990	791	3716	43.2444
BAB33481	1287	1088	11406	96.5017
BAB33482	2355	2156	15473	66.0627
BAB33483	816	617	988	14.7402
BAB33484	753	554	339	5.63275
BAB33485	660	461	3099	61.8801
BAB33486	2907	2708	13355	45.3969
BAB33487	2352	2153	993	4.24557
BAB33488	696	497	69	1.27798
BAB33489	1503	1304	193	1.36242
BAB33490	1701	1502	68	0.416744
BAB33491	879	680	115	1.55675
BAB33492	765	566	950	15.4503
BAB33493	699	500	474	8.72647
BAB33494	1611	1412	767	5.00024
BAB33495	984	785	2501	29.3275
BAB33496	570	371	69	1.71201
BAB33497	1659	1460	655	4.1297
BAB33498	606	407	404	9.13729
BAB33499	1401	1202	488	3.7372
BAB33500	1092	893	552	5.69008
BAB33501	1572	1373	744	4.98807
BAB33502	87	3.88332	32	75.8537
BAB33503	945	746	49	0.604627
BAB33504	1725	1526	473	2.85323
BAB33505	492	293	164	5.15237
BAB33506	87	3.88332	8	18.9634
BAB33507	1005	806	1195	13.6478
BAB33508	459	260	3297	116.728
BAB33509	942	743	5774	71.535
BAB33510	366	167	1138	62.7273
BAB33511	1767	1568	2954	17.3418
BAB33512	1488	1289	2368	16.9106
BAB33513	1359	1160	2408	19.1086
BAB33514	1083	884	1210	12.5998
BAB33515	1317	1118	1378	11.3459
BAB33516	1245	1046	2164	19.0439
BAB33517	1068	869	2318	24.5541
BAB33518	1476	1277	2966	21.3802
BAB33519	921	722	2482	31.6443
BAB33520	831	632	2357	34.3299
BAB33521	1263	1064	2084	18.0296
BAB33522	1152	953	6762	65.315
BAB33523	918	719	45797	586.325
BAB33524	513	314	2082	61.0354
BAB33525	2706	2507	11622	42.6734
BAB33526	399	200	438	20.1593
BAB33528	198	15.9266	395	228.299
BAB33529	744	545	1317	22.2444
BAB33530	621	422	738	16.0981
BAB33531	1044	845	2733	29.7724
BAB33533	1203	1004	378	3.46568
BAB33534	1386	1187	340	2.63669
BAB33535	441	242	28	1.06506
BAB33536	894	695	1531	20.2778
BAB33537	552	353	391	10.1961
BAB33538	855	656	528	7.40902
BAB33539	1371	1172	848	6.66038
BAB33540	765	566	18701	304.144
BAB33541	2664	2465	96687	361.062
BAB33542	1893	1694	50723	275.627
BAB33543	1425	1226	29782	223.611
BAB33544	1854	1655	654	3.63756
BAB33545	2598	2399	13333	51.1597
BAB33546	363	164	327	18.3542
BAB33547	795	596	5539	85.5491
BAB33548	867	668	8722	120.19
BAB33549	309	110	1608	134.562
BAB33550	1551	1352	437	2.97533
BAB33551	2391	2192	8433	35.4138
BAB33552	537	338	4734	128.926
BAB33553	663	464	10222	202.791
BAB33554	927	728	1437	18.17
BAB33555	771	572	996	16.0285
BAB33556	441	242	176	6.69465
BAB33557	1230	1031	1133	10.1158
BAB33558	381	182	2629	132.969
BAB33559	897	698	151	1.99137
BAB33560	852	653	5655	79.7168
BAB33561	795	596	2193	33.8706
BAB33562	1110	911	1837	18.5619
BAB33563	591	392	138	3.24059
BAB33564	606	407	521	11.7835
BAB33565	549	350	183	4.81297
BAB33566	2601	2402	454	1.73986
BAB33567	726	527	73	1.2751
BAB33568	597	398	25	0.578212
BAB33569	483	284	702	22.7536
BAB33570	1398	1199	12739	97.8018
BAB33571	927	728	1716	21.6978
BAB33572	456	257	7882	282.315
BAB33573	705	506	267	4.85726
BAB33574	531	332	383	10.6192
BAB33575	2430	2231	2309	9.52697
BAB33576	2535	2336	6939	27.3435
BAB33577	2244	2045	875	3.93863
BAB33578	798	599	255	3.91872
BAB33579	891	692	113	1.50315
BAB33580	1983	1784	267	1.37768
BAB33581	1281	1082	3809	32.4052
BAB33582	1422	1223	458	3.44722
BAB33583	345	146	1290	81.3331
BAB33584	624	425	1434	31.0592
BAB33585	801	602	1239	18.9455
BAB33586	699	500	3260	60.0175
BAB33587	1518	1319	675	4.71074
BAB33588	1425	1226	4369	32.8036
BAB33589	1158	959	193	1.85255
BAB33590	387	188	854	41.8148
BAB33591	825	626	2532	37.2323
BAB33592	2673	2474	2409	8.96329
BAB33593	795	596	4959	76.5911
BAB33594	726	527	204286	3568.28
BAB33595	852	653	73855	1041.11
BAB33596	726	527	6493	113.414
BAB33597	558	359	14300	366.667
BAB33598	1197	998	1617	14.9145
BAB33599	759	560	16228	266.752
BAB33600	828	629	9452	138.326
BAB33601	1353	1154	16427	131.034
BAB33602	2433	2234	45476	187.383
BAB33603	486	287	22150	710.432
BAB33604	1026	827	18671	207.823
BAB33605	456	257	9808	351.3
BAB33606	789	590	15933	248.586
BAB33607	1149	950	6660	64.5329
BAB33608	597	398	2296	53.103
BAB33609	3483	3284	15161	42.4967
BAB33610	960	761	11143	134.787
BAB33611	2142	1943	886	4.19751
BAB33612	390	191	178	8.57861
BAB33613	1296	1097	867	7.27517
BAB33614	261	62.0706	491	72.8159
BBE29393	201	17.0167	585	316.455
BAB33615	459	260	769	27.226
BAB33616	411	212	448	19.4524
BAB33617	711	512	778	13.9875
BAB33618	825	626	168	2.47039
BAB33619	1719	1520	14320	86.7221
BAB33620	708	509	1410	25.4995
BAB33621	405	206	1935	86.4658
BAB33622	816	617	1615	24.0945
BAB33623	654	455	575	11.6329
BAB33624	1032	833	763	8.4316
BAB33625	576	377	776	18.9475
BAB33626	804	605	997	15.1695
BAB33627	915	716	1279	16.4433
BAB33628	780	581	1471	23.306
BAB33629	771	572	1389	22.353
BAB33630	1359	1160	44315	351.66
BAB33631	756	557	942	15.5678
BAB33632	723	524	1197	21.0278
BAB33633	468	269	1079	36.9232
BAB33634	741	542	2103	35.7166
BBE29394	801	602	389	5.94817
BAB33635	297	98.0001	19	1.78467
BAB33636	450	251	12	0.440086
BAB33637	597	398	32	0.740112
BAB33638	222	27.8721	0	0
BAB33639	480	281	18	0.589653
BAB33640	1410	1211	227	1.72549
BAB33641	3435	3236	377	1.07242
BAB33645	744	545	20	0.337803
BAB33646	2772	2573	144	0.515173
BAB33647	762	563	97	1.58597
BAB33648	1332	1133	281	2.28301
BAB33649	525	326	34	0.960046
BAB33650	1281	1082	81	0.68911
BAB33651	1083	884	53	0.551892
BAB33652	1851	1652	206	1.14786
BAB33653	414	215	76	3.25391
BAB33654	1392	1193	170	1.31171
BAB33655	225	29.9375	36	11.0692
BAB33656	501	302	138	4.20632
BAB33657	519	320	76	2.18622
BAB33659	2142	1943	69	0.326894
BAB33660	4215	4016	493	1.13001
BAB33661	546	347	56	1.48556
BAB33664	1137	938	197.259	1.93582
BAB33665	1761	1562	215	1.26703
BAB33666	171	9.50903	1	0.968042
BAB33667	264	65.044	12	1.69826
BAB33668	1173	974	58	0.54815
BAB33669	771	572	359	5.77735
BAB33670	447	248	141	5.23357
BAB33671	2445	2246	637	2.61072
BAB33672	579	380	952	23.0613
BAB33673	768	569	1260	20.384
BAB33674	741	542	4506	76.5284
BAB33675	261	62.0706	338	50.1258
BAB33676	261	62.0706	682	101.141
BAB33677	774	575	73	1.16865
BAB33680	1740	1541	63	0.37633
BAB33679	636	437	32	0.674061
BAB33681	1056	857	277	2.97529
BAB33682	294	95.0001	93	9.01134
BAB33683	399	200	82	3.77411
BAB33684	378	179	38	1.95416
BAB33685	267	68.0268	12	1.6238
BAB33686	501	302	372	11.3388
BAB33687	1458	1259	8550	62.5131
BAB33688	459	260	7968	282.102
BAB33689	1245	1046	1792	15.7702
BAB33690	402	203	2935	133.089
BAB33691	1056	857	335	3.59828
BAB33692	1104	905	2078	21.1362
BAB33693	1254	1055	2125	18.5412
BAB33695	246	47.5399	83	16.0713
BAB33696	390	191	914	44.0497
BAB33697	714	515	5709	102.043
BAB33698	201	17.0167	34	18.3923
BAB33699	294	95.0001	107	10.3679
BAB33703	795	596	32	0.494236
BAB33704	594	395	28	0.652516
BAB33705	444	245	19	0.713868
BAB33706	411	212	6	0.260523
BAB33707	555	356	63	1.629
BAB33708	774	575	1688	27.0231
BAB33710	744	545	29	0.489815
BAB33711	354	155	39	2.31613
BAB33712	1182	983	122	1.14245
BAB33713	417	218	1	0.0422254
BAB33714	618	419	2	0.0439386
BAB33715	459	260	0	0
BAB33719	273	74.0093	104	12.9353
BAB33720	552	353	73	1.90361
BAB33721	753	554	15	0.249237
BAB33722	261	62.0706	8	1.18641
BAB33723	558	359	219	5.61539
BAB33724	222	27.8721	19	6.27501
BAB33725	324	125	96	7.06955
BAB33726	2334	2135	338	1.4573
BAB33727	957	758	393	4.77259
BAB33728	900	701	340	4.46469
BAB33729	723	524	68	1.19456
BAB33730	279	80.003	5	0.5753
BAB33732	903	704	501	6.55082
BAB33733	1059	860	38	0.406739
BAB33734	1128	929	84	0.832327
BAB33736	957	758	64	0.777215
BAB33737	2199	2000	84	0.386616
BAB33738	957	758	10	0.12144
BAB33739	690	491	39	0.731162
BAB33740	615	416	501	11.086
BAB33742	711	512	128	2.30129
BAB33743	1644	1445	439	2.79658
BAB33744	2526	2327	537	2.12426
BAB33745	669	470	188	3.68206
BAB33746	588	389	426	10.0807
BAB33747	543	344	145	3.88007
BAB33749	192	14.0216	8	5.25198
BBE29395	141	6.28195	29	42.4946
BAB33750	267	68.0268	136	18.403
BAB33751	381	182	112.143	5.67193
BAB33752	348	149	91.3759	5.64516
BAB33753	1539	1340	1175.69	8.07644
BAB33754	1143	944	35	0.341292
BAB33755	921	722	88	1.12196
BAB33756	927	728	252	3.1864
BAB33757	357	158	276	16.0799
BAB33758	576	377	50	1.22084
BAB33759	4254	4055	238	0.540277
BAB33760	858	659	402	5.61528
BAB33761	870	671	107	1.46788
BAB33762	594	395	10	0.233042
BAB33765	1326	1127	46	0.37572
BAB33766	855	656	96	1.34709
BAB33767	720	521	39	0.689061
BAB33768	1428	1229	60	0.449397
BAB33769	696	497	47	0.870506
BAB33772	213	22.4695	8	3.27738
BAB33773	1095	896	12	0.123283
BAB33774	762	563	23	0.376054
BAB33775	168	9.06081	28	28.446
BAB33779	135	5.87326	0	0
BAB33780	1689	1490	857	5.2945
BAB33781	1473	1274	1095	7.9118
BAB33782	588	389	629	14.8844
BAB33783	2034	1835	1163	5.8341
BAB33785	3984	3785	310	0.753922
BAB33786	1089	890	320	3.30971
BAB33789	303	104	3	0.265533
BAB33790	606	407	14	0.316639
BAB33791	864	665	12	0.166108
BAB33792	1548	1349	27	0.184239
BAB33793	1419	1220	27	0.20372
BAB33794	321	122	1967.76	148.472
BAB33795	951	752	45	0.55084
BAB33796	1383	1184	137	1.06512
BBE29396	411	212	13	0.564466
BAB33797	987	788	110	1.28498
BAB33798	1179	980	164	1.54045
BAB33800	972	773	125	1.48854
BAB33801	957	758	1032	12.5326
BAB33802	1050	851	834	9.02126
BAB33803	816	617	52	0.775798
BAB33805	633	434	36	0.76356
BAB33806	276	77.0053	261	31.1997
BAB33807	1587	1388	51	0.338229
BAB33808	891	692	112	1.48985
BAB33809	1170	971	90	0.853206
BAB33810	1452	1253	103	0.756688
BAB33811	1887	1688	133	0.725287
BAB33812	1260	1061	256	2.22103
BAB33813	1284	1085	683	5.79457
BAB33814	900	701	238	3.12528
BAB33815	660	461	53	1.05829
BAB33816	471	272	24	0.812218
BAB33817	1182	983	88	0.824062
BAB33818	612	413	94	2.09512
BAB33819	1254	1055	80	0.69802
BAB33820	3075	2876	445	1.4243
BAB33821	1092	893	841	8.66912
BAB33822	954	755	179	2.18241
BAB33823	777	578	162	2.57999
BAB33824	948	749	32	0.393277
BAB33825	1665	1466	25	0.156977
BAB33826	945	746	39	0.481234
BAB33827	867	668	41	0.564986
BAB33828	810	611	18	0.271183
BAB33829	951	752	34	0.41619
BAB33830	1014	815	26	0.293661
BAB33831	1212	1013	65	0.590656
BAB33832	540	341	617	16.6556
BAB33833	834	635	756	10.9592
BAB33834	1110	911	1505	15.2072
BAB33835	276	77.0053	394	47.0984
BAB33836	1047	848	252	2.73549
BAB33837	2079	1880	237	1.16044
BAB33838	1032	833	159	1.75704
BAB33839	1305	1106	269	2.23886
BAB33840	1542	1343	68	0.466083
BAB33841	630	431	26	0.555299
BAB33842	963	764	44	0.530139
BAB33843	768	569	27	0.436799
BAB33844	828	629	18	0.263422
BAB33845	852	653	122	1.7198
BAB33846	975	776	2960	35.1124
BAB33847	2943	2744	1184	3.9719
BAB33848	624	425	50	1.08296
BAB33849	1158	959	687	6.5943
BAB33850	1221	1022	454	4.08917
BAB33851	1095	896	1077	11.0647
BAB33852	309	110	196	16.4019
BAB33853	213	22.4695	66	27.0384
BAB33854	1095	896	2393	24.5847
BAB33855	261	62.0706	244	36.1855
BAB33856	1416	1217	295	2.23132
BAB33857	321	122	110	8.29972
BAB33858	1116	917	271	2.72039
BAB33860	810	611	1466	22.0863
BAB33859	459	260	745	26.3763
BAB33861	525	326	881	24.8765
BAB33862	192	14.0216	404	265.225
BAB33863	678	479	370	7.11044
BAB33864	285	86.0009	505	54.0529
BAB33865	2280	2081	101	0.446766
BAB33866	450	251	169	6.19788
BAB33868	978	779	5310	62.7462
BAB33867	909	710	86	1.11499
BAB33869	1269	1070	506	4.35309
BAB33870	3144	2945	1229	3.84147
BAB33871	1203	1004	781	7.16057
BAB33872	690	491	695	13.0297
BAB33873	1296	1097	863	7.2416
BAB33874	1320	1121	3888	31.9265
BAB33875	1374	1175	3692	28.9237
BAB33876	1818	1619	304	1.72845
BAB33877	1446	1247	200	1.47637
BAB33878	582	383	383	9.20514
BAB33879	1071	872	3990	42.1199
BAB33880	1128	929	14775	146.4
BAB33881	333	134	5037	346.017
BAB33882	1815	1616	13746	78.3007
BAB33883	972	773	5795	69.0088
BAB33884	243	44.7603	244	50.1796
BAB33885	282	83.0016	286	31.7183
BAB33886	348	149	961	59.3701
BAB33887	885	686	1908	25.6026
BAB33888	540	341	225	6.07377
BAB33889	450	251	729	26.7353
BAB33890	1104	905	1410	14.3417
BAB33891	471	272	6979	236.186
BAB33892	420	221	7444	310.059
BAB33893	978	779	716	8.4607
BAB33894	516	317	849	24.6535
BAB33895	1572	1373	91	0.6101
BAB33896	975	776	290	3.44007
BAB33897	1863	1664	5046	27.9142
BAB33898	900	701	3699	48.5732
BAB33899	243	44.7603	641	131.824
BAB33900	1449	1250	12535	92.3092
BAB33901	591	392	415	9.74524
BAB33902	912	713	631	8.14649
BAB33903	492	293	2834	89.0354
BAB33904	1365	1166	1992	15.7261
BAB33905	891	692	12888	171.439
BAB33906	330	131	5747	403.832
BAB33907	615	416	10472	231.722
BAB33908	1992	1793	61541	315.947
BAB33909	948	749	47379	582.284
BAB33910	1476	1277	4035	29.0859
BAB33911	579	380	4621	111.939
BAB33912	315	116	1367	108.478
BAB33913	1299	1100	72573	607.313
BAB33914	624	425	7158	155.036
BAB33915	1275	1076	13673	116.972
BAB33916	2355	2156	14352	61.2765
BAB33917	273	74.0093	5949	739.926
BAB33918	1872	1673	14323	78.8077
BAB33919	372	173	121	6.43828
BAB33920	399	200	168	7.73232
BAB33921	696	497	641	11.8722
BAB33922	1701	1502	223	1.36668
BAB33923	819	620	614	9.11606
BAB33924	459	260	457	16.1798
BAB33925	1773	1574	1076	6.29271
BAB33926	1782	1583	1077	6.26275
BAB33927	339	140	49	3.2218
BAB33928	1287	1088	268	2.26744
BAB33929	861	662	524	7.28625
BAB33930	573	374	1288	31.7011
BAB33931	312	113	82	6.67984
BAB33932	354	155	1029	61.1103
BAB33933	1551	1352	948	6.45449
BAB33934	471	272	677	22.9113
BAB33935	552	353	868	22.6347
BAB33936	219	25.9389	1048	371.913
BAB33937	375	176	1051	54.9693
BAB33938	3150	2951	21105	65.8335
BAB33939	1194	995	7042	65.1484
BAB33940	648	449	1182	24.2327
BAB33941	3363	3164	9440	27.4641
BAB33942	165	8.64817	55	58.5422
BAB33943	528	329	178	4.98029
BAB33944	378	179	256	13.1649
BAB33945	552	353	7005	182.669
BAB33946	1932	1733	5596	29.7242
BAB33947	330	131	2845	199.913
BAB33948	606	407	2624	59.3472
BAB33949	1875	1676	3205	17.6029
BAB33950	705	506	6878	125.124
BAB33951	963	764	1079	13.0005
BAB33952	960	761	194	2.34665
BAB33953	1305	1106	11492	95.6469
BAB33954	1677	1478	2515	15.6637
BAB33955	1221	1022	864	7.78204
BAB33956	1653	1454	792	5.01408
BAB33957	480	281	364	11.9241
BAB33958	795	596	5934	91.6499
BAB33959	396	197	5004	233.82
BAB33960	2505	2306	4521	18.047
BAB33961	933	734	183	2.29502
BAB33962	1293	1094	377	3.17216
BAB33963	1356	1157	368	2.92782
BAB33964	4386	4187	479	1.05308
BAB33965	15876	15677	877	0.514952
BAB33966	2163	1964	132	0.618676
BAB33967	1176	977	156	1.46981
BAB33968	408	209	108	4.75672
BAB33969	423	224	36	1.4794
BAB33971	1017	818	123	1.38415
BAB33972	363	164	900	50.516
BAB33974	459	260	422	14.9407
BAB33975	918	719	1312	16.7971
BAB33976	678	479	201	3.8627
BAB33977	780	581	132	2.09136
BAB33978	855	656	1288	18.0735
BAB33979	810	611	779	11.7362
BAB33981	594	395	481	11.2093
BAB33980	687	488	328	6.18706
BAB33982	2415	2216	235	0.976177
BAB33983	4197	3998	601.044	1.38387
BAB33984	261	62.0706	15	2.22452
BAB33986	372	173	77	4.09709
BAB33987	1095	896	325	3.33892
BAB33988	927	728	24	0.303466
BAB33989	483	284	24	0.777899
BAB33990	816	617	933	13.9196
BAB33991	1782	1583	59	0.343085
BAB33992	777	578	4	0.0637034
BAB33993	879	680	44	0.595627
BAB33995	1392	1193	9	0.0694437
BAB33998	1302	1103	50	0.417278
BAB33999	1146	947	8	0.0777626
BAB34000	786	587	110	1.72498
BAB34001	1236	1037	84	0.745643
BAB34002	1050	851	50	0.540843
BAB34003	1668	1469	23	0.144124
BAB34004	1260	1061	54	0.468499
BAB34005	816	617	34	0.507253
BAB34006	894	695	66	0.874157
BAB34007	1068	869	827	8.76024
BAB34008	510	311	396	11.721
BAB34009	723	524	1888	33.1666
BAB34010	495	296	7288	226.646
BAB34011	1386	1187	3255	25.2424
BAB34012	522	323	324	9.23364
BAB34013	213	22.4695	190	77.8377
BAB34014	867	668	2700	37.2064
BAB34015	543	344	30	0.802774
BAB34016	693	494	39	0.726722
BAB34017	2610	2411	49	0.187081
BAB34018	1008	809	9	0.102406
BAB34019	516	317	15	0.435575
BAB34020	633	434	5	0.10605
BAB34021	762	563	538	8.79639
BAB34022	891	692	836	11.1207
BAB34023	2973	2774	3668	12.1718
BAB34024	2238	2039	3577	16.1485
BAB34025	1137	938	233.666	2.2931
BAB34026	1335	1136	140	1.13444
BAB34027	408	209	78	3.43541
BAB34028	4851	4652	238	0.470942
BAB34029	462	263	19	0.66501
BAB34030	1902	1703	24	0.129726
BAB34031	1449	1250	461	3.39486
BAB34032	684	485	527	10.0023
BAB34033	1383	1184	71	0.551998
BAB34034	333	134	9	0.618256
BAB34035	1224	1025	74	0.664566
BAB34036	3138	2939	218	0.68279
BAB34037	1377	1178	5804	45.3537
BAB34038	1248	1049	1430	12.5485
BAB34039	654	455	2565	51.8927
BAB34040	369	170	134	7.25582
BAB34041	249	50.3754	329	60.1185
BAB34042	1119	920	196	1.9611
BAB34043	153	7.28986	264.471	333.956
BAB34044	153	7.28986	116.529	147.145
BAB34045	744	545	236.236	3.99006
BAB34046	2241	2042	217	0.978215
BAB34047	1203	1004	39	0.35757
BBE29397	219	25.9389	21	7.45245
BAB34048	3882	3683	595	1.48712
BAB34049	1134	935	68	0.669465
BAB34050	816	617	44	0.656445
BAB34051	993	794	33	0.382581
BAB34052	1005	806	41	0.468252
BAB34053	1251	1052	73	0.63876
BAB34054	957	758	115	1.39656
BAB34055	1176	977	83	0.782013
BAB34056	1611	1412	163	1.06263
BAB34057	858	659	44	0.614607
BAB34058	747	548	54	0.907076
BAB34059	414	215	30	1.28444
BAB34060	2106	1907	471	2.27353
BBE29398	198	15.9266	28	16.1833
BAB34061	1089	890	188	1.94446
BAB34062	1161	962	138	1.32049
BAB34063	630	431	64	1.36689
BAB34064	1221	1022	116	1.04481
BAB34065	903	704	45	0.588397
BAB34066	747	548	464	7.79414
BAB34067	564	365	27195	685.846
BAB34068	1596	1397	8587	56.5816
BAB34069	429	230	734	29.3764
BAB34070	1239	1040	207	1.83218
BAB34072	411	212	1173	50.9322
BAB34073	807	608	1165	17.6381
BAB34074	1464	1265	172	1.25161
BAB34075	879	680	46	0.622701
BAB34076	552	353	16	0.41723
BAB34077	1533	1334	32	0.220813
BAB34078	909	710	11	0.142615
BAB34079	297	98.0001	4	0.37572
BAB34080	1059	860	49	0.524479
BAB34081	1659	1460	603	3.80185
BAB34082	681	482	225	4.29701
BAB34083	1386	1187	270	2.09384
BAB34084	561	362	211	5.36543
BAB34085	210	20.9285	44974	19781.3
BAB34086	384	185	302	15.0268
BAB34087	789	590	252	3.93169
BAB34088	204	18.2087	4506	2277.94
BAB34089	966	767	16439	197.292
BAB34090	954	755	378	4.60867
BAB34091	642	443	1596	33.1634
BAB34092	264	65.044	1284	181.714
BAB34093	1212	1013	9427	85.6633
BAB34094	1089	890	4733	48.9527
BAB34095	1113	914	3410	34.343
BAB34096	1902	1703	8247	44.5771
BAB34097	468	269	4127	141.225
BAB34098	318	119	5939	459.406
BAB34099	612	413	1016	22.6451
BAB34100	642	443	1492	31.0024
BAB34101	1032	833	3523	38.9312
BAB34102	582	383	4838	116.278
BAB34103	2583	2384	20666	79.7959
BAB34104	483	284	199	6.45008
BAB34106	708	509	59	1.067
BAB34107	1428	1229	180	1.34819
BAB34108	555	356	23	0.594714
BAB34109	708	509	24	0.434034
BAB34112	1671	1472	114	0.712898
BAB34113	936	737	95	1.18655
BAB34114	726	527	212	3.70302
BAB34115	675	476	155	2.99747
BAB34116	741	542	246	4.17798
BAB34117	909	710	1120	14.5208
BAB34118	1539	1340	5858	40.2416
BAB34119	879	680	9775	132.324
BAB34120	468	269	1131	38.7027
BAB34121	1080	881	2829	29.5589
BAB34122	1425	1226	7876	59.1352
BAB34123	1176	977	776	7.31135
BAB34127	1665	1466	368	2.3107
BAB34128	753	554	1899	31.5534
BAB34129	1221	1022	1644	14.8075
BAB34130	1149	950	1047	10.145
BAB34131	801	602	826	12.6303
BAB34132	1947	1748	915	4.81848
BAB34133	1665	1466	12561	78.8716
BAB34136	327	128	352	25.3141
BAB34137	447	248	9022	334.874
BAB34138	531	332	5586	154.879
BAB34139	363	164	1141	64.0431
BAB34140	765	566	764	12.4253
BAB34141	546	347	2567	68.0968
BAB34142	1641	1442	5750	36.7057
BAB34143	1320	1121	446	3.66235
BAB34144	2199	2000	276	1.27031
BAB34145	678	479	120	2.30609
BAB34146	2685	2486	453	1.67737
BAB34147	573	374	84	2.06747
BAB34148	2049	1850	105	0.522454
