target_id	length	eff_length	est_counts	tpm
BAA31828	207	19.5103	235	136.521
BAA31829	381	182	354.595	22.0829
BAA31830	777	578	566.947	11.1176
BAA31831	465	266	693.232	29.5387
BAA31832	2211	2012	1506	8.48382
BAA31833	342	143	194	15.3766
BAA31834	888	689	874.333	14.3831
BAA31836	3903	3704	6834	20.9121
BAA31837	438	239	390	18.4953
BAA31838	1107	908	1234	15.4036
BAA31839	1722	1523	2780	20.689
BAA31840	999	800	9934	140.744
BAA31757	2697	2498	2742	12.4414
BAA31754	324	125	1249	113.252
BAA31755	381	182	1236	76.9735
BAA31756	1041	842	3703	49.8466
BAB33424	84	3.8053	3152	9388.4
BAB33425	2463	2264	11905	59.6001
BAB33426	933	734	3633	56.1001
BAB33427	1287	1088	7914	82.4444
BAB33428	297	98.0001	309	35.7377
BAB33429	777	578	2528	49.5728
BAB33430	1431	1232	491	4.51716
BAB33431	954	755	16806	252.297
BAB33432	588	389	823	23.9797
BAB33433	567	368	1637	50.4191
BAB33434	714	515	62	1.36452
BAB33436	405	206	49	2.69602
BAB33437	1917	1718	50732	334.698
BAB33438	1131	932	10623	129.189
BAB33439	210	20.9285	2047	1108.6
BAB33440	1167	968	9758	114.256
BAB33441	900	701	3017	48.7811
BAB33445	2451	2252	87	0.43787
BAB33446	684	485	14	0.327175
BAB33447	534	335	25	0.845842
BAB33448	1422	1223	17	0.157549
BAB33449	264	65.044	28104	4897.28
BAB33451	942	743	5604	85.4877
BAB33452	2817	2618	21789	94.3326
BAB33453	495	296	2420	92.6655
BAB33454	450	251	1918	86.6102
BAB33455	951	752	2733	41.1923
BAB33456	915	716	643	10.1787
BAB33457	822	623	920	16.7376
BAB33458	1149	950	27295	325.652
BAB33459	3222	3023	67685	253.775
BBE29392	219	25.9389	232	101.375
BAB33460	396	197	1006	57.8797
BAB33461	591	392	61	1.76375
BAB33462	786	587	14	0.270324
BAB33463	1554	1355	259	2.16648
BAB33464	1218	1019	190	2.11336
BAB33465	1143	944	215	2.58143
BAB33466	1515	1316	22	0.189479
BAB33467	771	572	40	0.792608
BAB33468	942	743	69	1.05258
BAB33469	1287	1088	56	0.583382
BAB33470	288	89.0004	8	1.01881
BAB33471	1332	1133	144	1.44054
BAB33472	531	332	380	12.973
BAB33473	1863	1664	1224	8.33724
BAB33474	591	392	3381	97.7582
BAB33475	234	36.8813	1097	337.128
BAB33476	315	116	913	89.2087
BAB33477	849	650	4259	74.2657
BAB33478	378	179	3451	218.517
BAB33479	822	623	7159	130.244
BAB33480	990	791	5465	78.3083
BAB33481	1287	1088	16959	176.671
BAB33482	2355	2156	23588	124.004
BAB33483	816	617	974	17.8924
BAB33484	753	554	270	5.52393
BAB33485	660	461	1370	33.6832
BAB33486	2907	2708	5795	24.2549
BAB33487	2352	2153	1640	8.63364
BAB33488	696	497	107	2.44018
BAB33489	1503	1304	234	2.03391
BAB33490	1701	1502	111	0.83762
BAB33491	879	680	361	6.01717
BAB33492	765	566	1486	29.7575
BAB33493	699	500	602	13.6465
BAB33494	1611	1412	1029	8.2599
BAB33495	984	785	3260	47.0698
BAB33496	570	371	97	2.96341
BAB33497	1659	1460	1056	8.19795
BAB33498	606	407	1641	45.6992
BAB33499	1401	1202	2546	24.0076
BAB33500	1092	893	2681	34.0282
BAB33501	1572	1373	3425	28.2738
BAB33502	87	3.88332	136	396.944
BAB33503	945	746	54	0.820444
BAB33504	1725	1526	2366	17.5733
BAB33505	492	293	825	31.914
BAB33506	87	3.88332	6	17.5123
BAB33507	1005	806	2312	32.5122
BAB33508	459	260	2347	102.314
BAB33509	942	743	4442	67.7617
BAB33510	366	167	892	60.54
BAB33511	1767	1568	2786	20.1386
BAB33512	1488	1289	2906	25.5527
BAB33513	1359	1160	2743	26.8017
BAB33514	1083	884	1520	19.4888
BAB33515	1317	1118	1716	17.3968
BAB33516	1245	1046	2001	21.6825
BAB33517	1068	869	2233	29.1248
BAB33518	1476	1277	3200	28.4023
BAB33519	921	722	3022	47.4407
BAB33520	831	632	2897	51.9548
BAB33521	1263	1064	3007	32.0321
BAB33522	1152	953	13317	158.383
BAB33523	918	719	33438	527.115
BAB33524	513	314	1951	70.4242
BAB33525	2706	2507	13951	63.0733
BAB33526	399	200	451	25.5588
BAB33528	198	15.9266	306	217.767
BAB33529	744	545	1281	26.6408
BAB33530	621	422	620	16.6523
BAB33531	1044	845	4718	63.2842
BAB33533	1203	1004	462	5.21558
BAB33534	1386	1187	344	3.28475
BAB33535	441	242	27	1.26457
BAB33536	894	695	2646	43.1518
BAB33537	552	353	931	29.893
BAB33538	855	656	1312	22.6686
BAB33539	1371	1172	9069	87.7053
BAB33540	765	566	7454	149.268
BAB33541	2664	2465	40447	185.979
BAB33542	1893	1694	18284	122.335
BAB33543	1425	1226	27954	258.433
BAB33544	1854	1655	678	4.64329
BAB33545	2598	2399	31076	146.821
BAB33546	363	164	485	33.5191
BAB33547	795	596	5274	100.297
BAB33548	867	668	7794	132.245
BAB33549	309	110	2098	216.176
BAB33550	1551	1352	3673	30.792
BAB33551	2391	2192	3574	18.4803
BAB33552	537	338	3792	127.159
BAB33553	663	464	15016	366.801
BAB33554	927	728	1901	29.5968
BAB33555	771	572	1358	26.909
BAB33556	441	242	241	11.2875
BAB33557	1230	1031	1133	12.4556
BAB33558	381	182	3686	229.55
BAB33559	897	698	188	3.05279
BAB33560	852	653	9193	159.565
BAB33561	795	596	3023	57.4892
BAB33562	1110	911	1531	19.0481
BAB33563	591	392	167	4.82864
BAB33564	606	407	530	14.7596
BAB33565	549	350	183	5.92621
BAB33566	2601	2402	584	2.75571
BAB33567	726	527	64	1.37646
BAB33568	597	398	29	0.825865
BAB33569	483	284	734	29.2935
BAB33570	1398	1199	11168	105.572
BAB33571	927	728	1423	22.1548
BAB33572	456	257	13618	600.585
BAB33573	705	506	1045	23.4078
BAB33574	531	332	432	14.7482
BAB33575	2430	2231	2308	11.7255
BAB33576	2535	2336	9435	45.7787
BAB33577	2244	2045	1751	9.70481
BAB33578	798	599	336	6.3578
BAB33579	891	692	165	2.70254
BAB33580	1983	1784	502	3.18936
BAB33581	1281	1082	7744	81.1208
BAB33582	1422	1223	1362	12.6225
BAB33583	345	146	1938	150.451
BAB33584	624	425	906	24.162
BAB33585	801	602	1281	24.1183
BAB33586	699	500	5239	118.761
BAB33587	1518	1319	1407	12.0905
BAB33588	1425	1226	12760	117.965
BAB33589	1158	959	458	5.41304
BAB33590	387	188	3643	219.632
BAB33591	825	626	7161	129.656
BAB33592	2673	2474	4653	21.3171
BAB33593	795	596	5076	96.5316
BAB33594	726	527	148316	3189.86
BAB33595	852	653	52563	912.349
BAB33596	726	527	9666	207.888
BAB33597	558	359	17098	539.815
BAB33598	1197	998	2150	24.4176
BAB33599	759	560	12804	259.15
BAB33600	828	629	7638	137.633
BAB33601	1353	1154	15159	148.888
BAB33602	2433	2234	45202	229.334
BAB33603	486	287	25182	994.495
BAB33604	1026	827	16304	223.451
BAB33605	456	257	7381	325.519
BAB33606	789	590	12689	243.764
BAB33607	1149	950	6826	81.4398
BAB33608	597	398	1758	50.0645
BAB33609	3483	3284	14560	50.2519
BAB33610	960	761	11978	178.4
BAB33611	2142	1943	2053	11.976
BAB33612	390	191	468	27.772
BAB33613	1296	1097	1136	11.7372
BAB33614	261	62.0706	1107	202.142
BBE29393	201	17.0167	1263	841.247
BAB33615	459	260	880	38.3622
BAB33616	411	212	710	37.9592
BAB33617	711	512	1443	31.9441
BAB33618	825	626	198	3.58497
BAB33619	1719	1520	15936	118.831
BAB33620	708	509	1873	41.7075
BAB33621	405	206	3946	217.112
BAB33622	816	617	20723	380.681
BAB33623	654	455	3433	85.5178
BAB33624	1032	833	4292	58.3995
BAB33625	576	377	1098	33.0107
BAB33626	804	605	373	6.98792
BAB33627	915	716	755	11.9517
BAB33628	780	581	1988	38.7824
BAB33629	771	572	1160	22.9856
BAB33630	1359	1160	68420	668.528
BAB33631	756	557	2290	46.5988
BAB33632	723	524	1466	31.71
BAB33633	468	269	1062	44.7473
BAB33634	741	542	2448	51.1925
BBE29394	801	602	145	2.73002
BAB33635	297	98.0001	16	1.85049
BAB33636	450	251	11	0.496722
BAB33637	597	398	12	0.341737
BAB33638	222	27.8721	1	0.406653
BAB33639	480	281	12	0.484027
BAB33640	1410	1211	235	2.19947
BAB33641	3435	3236	372	1.30295
BAB33645	744	545	12	0.249562
BAB33646	2772	2573	246	1.08365
BAB33647	762	563	108	2.17425
BAB33648	1332	1133	330	3.30125
BAB33649	525	326	61	2.12083
BAB33650	1281	1082	132	1.38274
BAB33651	1083	884	86	1.10266
BAB33652	1851	1652	275	1.88676
BAB33653	414	215	92	4.85002
BAB33654	1392	1193	203	1.92863
BAB33655	225	29.9375	27	10.2222
BAB33656	501	302	139	5.21677
BAB33657	519	320	75	2.65647
BAB33659	2142	1943	116.092	0.67721
BAB33660	4215	4016	487	1.37445
BAB33661	546	347	56	1.82916
BAB33664	1137	938	147.881	1.78691
BAB33665	1761	1562	339.752	2.46533
BAB33666	171	9.50903	0	0
BAB33667	264	65.044	12	2.09107
BAB33668	1173	974	72	0.837853
BAB33669	771	572	733	14.5245
BAB33670	447	248	1056	48.2621
BAB33671	2445	2246	2478	12.5051
BAB33672	579	380	2093	62.4281
BAB33673	768	569	1665	33.1662
BAB33674	741	542	3072	64.2416
BAB33675	261	62.0706	435	79.4324
BAB33676	261	62.0706	1143	208.715
BAB33677	774	575	122	2.40484
BAB33680	1740	1541	78	0.573702
BAB33679	636	437	32	0.829971
BAB33681	1056	857	355	4.69507
BAB33682	294	95.0001	110	13.1239
BAB33683	399	200	107	6.06384
BAB33684	378	179	44	2.78608
BAB33685	267	68.0268	9	1.49954
BAB33686	501	302	279	10.4711
BAB33687	1458	1259	16063	144.609
BAB33688	459	260	6295	274.421
BAB33689	1245	1046	1668	18.0742
BAB33690	402	203	4640	259.069
BAB33691	1056	857	188	2.4864
BAB33692	1104	905	2891	36.2071
BAB33693	1254	1055	3452	37.0862
BAB33695	246	47.5399	94.5346	22.5386
BAB33696	390	191	985	58.4517
BAB33697	714	515	7205	158.57
BAB33698	201	17.0167	22	14.6535
BAB33699	294	95.0001	33	3.93717
BAB33703	795	596	37	0.703639
BAB33704	594	395	33	0.946915
BAB33705	444	245	14	0.647674
BAB33706	411	212	10	0.534636
BAB33707	555	356	58	1.8466
BAB33708	774	575	1452	28.6215
BAB33710	744	545	47	0.977452
BAB33711	354	155	41	2.9981
BAB33712	1182	983	187	2.15617
BAB33713	417	218	10	0.519921
BAB33714	618	419	6	0.162305
BAB33715	459	260	3	0.13078
BAB33719	273	74.0093	112	17.1524
BAB33720	552	353	92	2.95398
BAB33721	753	554	31	0.634229
BAB33722	261	62.0706	10	1.82603
BAB33723	558	359	121	3.82019
BAB33724	222	27.8721	15	6.0998
BAB33725	324	125	135	12.241
BAB33726	2334	2135	508	2.69687
BAB33727	957	758	188	2.81114
BAB33728	900	701	384	6.2088
BAB33729	723	524	102	2.20629
BAB33730	279	80.003	3	0.42502
BAB33732	903	704	422	6.79413
BAB33733	1059	860	97	1.2784
BAB33734	1128	929	165	2.01309
BAB33736	957	758	285	4.26157
BAB33737	2199	2000	911	5.16277
BAB33738	957	758	230	3.43916
BAB33739	690	491	634	14.6353
BAB33740	615	416	111	3.02429
BAB33742	711	512	189	4.18395
BAB33743	1644	1445	535	4.19643
BAB33744	2526	2327	744	3.62385
BAB33745	669	470	211	5.08837
BAB33746	588	389	349	10.1688
BAB33747	543	344	136	4.481
BAB33749	192	14.0216	8	6.46676
BBE29395	141	6.28195	53	95.6259
BAB33750	267	68.0268	218	36.3221
BAB33751	381	182	82.5149	5.13872
BAB33752	348	149	80.0955	6.09279
BAB33753	1539	1340	1352.44	11.4395
BAB33754	1143	944	23	0.276153
BAB33755	921	722	160	2.51175
BAB33756	927	728	334	5.20007
BAB33757	357	158	229	16.4275
BAB33758	576	377	105	3.15676
BAB33759	4254	4055	290	0.81059
BAB33760	858	659	944	16.2361
BAB33761	870	671	429	7.24651
BAB33762	594	395	19	0.545194
BAB33765	1326	1127	615	6.18508
BAB33766	855	656	165	2.85085
BAB33767	720	521	126	2.74111
BAB33768	1428	1229	264	2.4347
BAB33769	696	497	85	1.93846
BAB33772	213	22.4695	8	4.03544
BAB33773	1095	896	24	0.303597
BAB33774	762	563	30	0.603958
BAB33775	168	9.06081	39	48.7856
BAB33779	135	5.87326	0	0
BAB33780	1689	1490	501	3.81106
BAB33781	1473	1274	773	6.87708
BAB33782	588	389	272	7.92526
BAB33783	2034	1835	960	5.92965
BAB33785	3984	3785	532	1.59309
BAB33786	1089	890	551	7.01707
BAB33789	303	104	4	0.435934
BAB33790	606	407	48	1.33672
BAB33791	864	665	8	0.136352
BAB33792	1548	1349	43	0.361286
BAB33793	1419	1220	305	2.83357
BAB33794	321	122	2775.81	257.883
BAB33795	951	752	63	0.949548
BAB33796	1383	1184	242	2.31664
BBE29396	411	212	50	2.67318
BAB33797	987	788	279	4.01303
BAB33798	1179	980	272	3.14584
BAB33800	972	773	213	3.12316
BAB33801	957	758	1328	19.8574
BAB33802	1050	851	5384	71.7083
BAB33803	816	617	32	0.58784
BAB33805	633	434	112	2.92498
BAB33806	276	77.0053	8140	1198.11
BAB33807	1587	1388	666	5.4385
BAB33808	891	692	271	4.43872
BAB33809	1170	971	223	2.60303
BAB33810	1452	1253	200	1.80914
BAB33811	1887	1688	268	1.79952
BAB33812	1260	1061	6950	74.2444
BAB33813	1284	1085	9510	99.3448
BAB33814	900	701	1155	18.6749
BAB33815	660	461	72	1.77021
BAB33816	471	272	62	2.58355
BAB33817	1182	983	384	4.42764
BAB33818	612	413	2697	74.0159
BAB33819	1254	1055	4172	44.8215
BAB33820	3075	2876	34610	136.398
BAB33821	1092	893	1542	19.5716
BAB33822	954	755	424	6.36522
BAB33823	777	578	328	6.43191
BAB33824	948	749	198	2.99625
BAB33825	1665	1466	48	0.371109
BAB33826	945	746	35	0.53177
BAB33827	867	668	59	1.00108
BAB33828	810	611	25	0.46376
BAB33829	951	752	41	0.61796
BAB33830	1014	815	40	0.556284
BAB33831	1212	1013	130	1.45455
BAB33832	540	341	515	17.1178
BAB33833	834	635	989	17.6529
BAB33834	1110	911	4637	57.6916
BAB33835	276	77.0053	1072	157.786
BAB33836	1047	848	371	4.95875
BAB33837	2079	1880	339	2.04379
BAB33838	1032	833	392	5.33378
BAB33839	1305	1106	353	3.61754
BAB33840	1542	1343	489	4.12693
BAB33841	630	431	306	8.04708
BAB33842	963	764	415	6.15671
BAB33843	768	569	338	6.73285
BAB33844	828	629	235	4.23459
BAB33845	852	653	1027	17.8259
BAB33846	975	776	4244	61.988
BAB33847	2943	2744	1183	4.88647
BAB33848	624	425	46	1.22677
BAB33849	1158	959	1119	13.2253
BAB33850	1221	1022	557	6.1773
BAB33851	1095	896	1387	17.5454
BAB33852	309	110	813	83.7707
BAB33853	213	22.4695	162	81.7176
BAB33854	1095	896	3302	41.7699
BAB33855	261	62.0706	909	165.986
BAB33856	1416	1217	756	7.04086
BAB33857	321	122	1531	142.236
BAB33858	1116	917	351	4.33842
BAB33860	810	611	2696	50.0118
BAB33859	459	260	760	33.131
BAB33861	525	326	2048	71.2044
BAB33862	192	14.0216	1356	1096.12
BAB33863	678	479	3196	75.625
BAB33864	285	86.0009	2205	290.603
BAB33865	2280	2081	105	0.571889
BAB33866	450	251	105	4.74144
BAB33868	978	779	6960	101.267
BAB33867	909	710	273	4.35811
BAB33869	1269	1070	512	5.42351
BAB33870	3144	2945	1846	7.10462
BAB33871	1203	1004	1033	11.6617
BAB33872	690	491	843	19.4599
BAB33873	1296	1097	949	9.80514
BAB33874	1320	1121	3625	36.6519
BAB33875	1374	1175	1469	14.1703
BAB33876	1818	1619	383	2.6813
BAB33877	1446	1247	228	2.07235
BAB33878	582	383	648	19.1765
BAB33879	1071	872	3075	39.969
BAB33880	1128	929	15178	185.18
BAB33881	333	134	8712	736.898
BAB33882	1815	1616	14821	103.951
BAB33883	972	773	5972	87.5658
BAB33884	243	44.7603	367	92.9324
BAB33885	282	83.0016	364	49.706
BAB33886	348	149	1136	86.4144
BAB33887	885	686	5954	98.3737
BAB33888	540	341	850	28.2526
BAB33889	450	251	882	39.8281
BAB33890	1104	905	1781	22.3054
BAB33891	471	272	4630	192.933
BAB33892	420	221	5726	293.666
BAB33893	978	779	480	6.9839
BAB33894	516	317	558	19.9512
BAB33895	1572	1373	125	1.03189
BAB33896	975	776	1995	29.1391
BAB33897	1863	1664	6055	41.2435
BAB33898	900	701	4330	70.0107
BAB33899	243	44.7603	1000	253.222
BAB33900	1449	1250	6528	59.1922
BAB33901	591	392	439	12.6932
BAB33902	912	713	807	12.8286
BAB33903	492	293	3665	141.775
BAB33904	1365	1166	1034	10.0512
BAB33905	891	692	5626	92.1484
BAB33906	330	131	2272	196.576
BAB33907	615	416	4335	118.111
BAB33908	1992	1793	23839	150.696
BAB33909	948	749	17482	264.547
BAB33910	1476	1277	2333	20.707
BAB33911	579	380	3564	106.304
BAB33912	315	116	10759	1051.26
BAB33913	1299	1100	67791	698.512
BAB33914	624	425	8660	230.953
BAB33915	1275	1076	18908	199.172
BAB33916	2355	2156	25442	133.751
BAB33917	273	74.0093	8988	1376.48
BAB33918	1872	1673	13897	94.1498
BAB33919	372	173	110	7.20677
BAB33920	399	200	357	20.2317
BAB33921	696	497	1496	34.1169
BAB33922	1701	1502	416	3.13919
BAB33923	819	620	890	16.2702
BAB33924	459	260	501	21.8403
BAB33925	1773	1574	825	5.94078
BAB33926	1782	1583	791	5.66356
BAB33927	339	140	367	29.712
BAB33928	1287	1088	891	9.28203
BAB33929	861	662	1341	22.9596
BAB33930	573	374	9638	292.085
BAB33931	312	113	252	25.2765
BAB33932	354	155	1983	145.006
BAB33933	1551	1352	1208	10.1271
BAB33934	471	272	930	38.7533
BAB33935	552	353	753	24.1777
BAB33936	219	25.9389	921	402.442
BAB33937	375	176	1571	101.171
BAB33938	3150	2951	23181	89.0343
BAB33939	1194	995	9124	103.934
BAB33940	648	449	1597	40.3137
BAB33941	3363	3164	4713	16.8832
BAB33942	165	8.64817	59	77.3254
BAB33943	528	329	324	11.162
BAB33944	378	179	512	32.4199
BAB33945	552	353	4398	141.213
BAB33946	1932	1733	5342	34.9381
BAB33947	330	131	4071	352.228
BAB33948	606	407	3571	99.4465
BAB33949	1875	1676	15076	101.954
BAB33950	705	506	12865	288.173
BAB33951	963	764	2549	37.8156
BAB33952	960	761	338	5.03415
BAB33953	1305	1106	3397	34.8125
BAB33954	1677	1478	6853	52.5534
BAB33955	1221	1022	687	7.61904
BAB33956	1653	1454	1742	13.5793
BAB33957	480	281	724	29.2029
BAB33958	795	596	7237	137.628
BAB33959	396	197	5573	320.64
BAB33960	2505	2306	23106	113.569
BAB33961	933	734	3848	59.4201
BAB33962	1293	1094	5986	62.0174
BAB33963	1356	1157	7766	76.0779
BAB33964	4386	4187	12833	34.7392
BAB33965	15876	15677	2028	1.46622
BAB33966	2163	1964	245	1.4139
BAB33967	1176	977	197	2.28542
BAB33968	408	209	140	7.59235
BAB33969	423	224	15	0.758992
BAB33971	1017	818	92	1.27476
BAB33972	363	164	1030	71.1849
BAB33974	459	260	705	30.7334
BAB33975	918	719	2043	32.2058
BAB33976	678	479	322	7.61929
BAB33977	780	581	201	3.92116
BAB33978	855	656	4215	72.8263
BAB33979	810	611	1370	25.414
BAB33981	594	395	1417	40.66
BAB33980	687	488	1049	24.3641
BAB33982	2415	2216	1070	5.47278
BAB33983	4197	3998	436.525	1.23754
BAB33984	261	62.0706	4	0.730413
BAB33986	372	173	93	6.093
BAB33987	1095	896	378	4.78165
BAB33988	927	728	48	0.747316
BAB33989	483	284	40	1.59638
BAB33990	816	617	2205	40.5058
BAB33991	1782	1583	81	0.57996
BAB33992	777	578	8	0.156876
BAB33993	879	680	94	1.5668
BAB33995	1392	1193	17	0.161511
BAB33998	1302	1103	361	3.70959
BAB33999	1146	947	60	0.718117
BAB34000	786	587	269	5.19408
BAB34001	1236	1037	144	1.5739
BAB34002	1050	851	49	0.652621
BAB34003	1668	1469	52	0.401214
BAB34004	1260	1061	77	0.822564
BAB34005	816	617	31	0.56947
BAB34006	894	695	305	4.97404
BAB34007	1068	869	11531	150.398
BAB34008	510	311	5274	192.209
BAB34009	723	524	1856	40.1459
BAB34010	495	296	11709	448.355
BAB34011	1386	1187	3908	37.3163
BAB34012	522	323	295	10.3517
BAB34013	213	22.4695	516	260.286
BAB34014	867	668	5156	87.4844
BAB34015	543	344	83	2.73473
BAB34016	693	494	36	0.82598
BAB34017	2610	2411	69	0.324374
BAB34018	1008	809	20	0.280205
BAB34019	516	317	8	0.286039
BAB34020	633	434	16	0.417854
BAB34021	762	563	186	3.74454
BAB34022	891	692	160	2.62064
BAB34023	2973	2774	708	2.89282
BAB34024	2238	2039	507	2.81829
BAB34025	1137	938	293.662	3.54845
BAB34026	1335	1136	339	3.38233
BAB34027	408	209	160	8.67697
BAB34028	4851	4652	538	1.3108
BAB34029	462	263	18	0.775731
BAB34030	1902	1703	30	0.199664
BAB34031	1449	1250	1403	12.7216
BAB34032	684	485	1369	31.9931
BAB34033	1383	1184	2624	25.1192
BAB34034	333	134	1585	134.066
BAB34035	1224	1025	3118	34.4784
BAB34036	3138	2939	3571	13.7716
BAB34037	1377	1178	3709	35.6866
BAB34038	1248	1049	1434	15.4942
BAB34039	654	455	3579	89.1548
BAB34040	369	170	212	14.1345
BAB34041	249	50.3754	315	70.874
BAB34042	1119	920	1801	22.1881
BAB34043	153	7.28986	176.486	274.4
BAB34044	153	7.28986	107.514	167.163
BAB34045	744	545	223.194	4.64174
BAB34046	2241	2042	607	3.3692
BAB34047	1203	1004	132	1.49017
BBE29397	219	25.9389	22	9.61316
BAB34048	3882	3683	696	2.14191
BAB34049	1134	935	41	0.497012
BAB34050	816	617	105	1.92885
BAB34051	993	794	105	1.49887
BAB34052	1005	806	130	1.82811
BAB34053	1251	1052	160	1.72385
BAB34054	957	758	332	4.96436
BAB34055	1176	977	267	3.0975
BAB34056	1611	1412	294	2.35997
BAB34057	858	659	154	2.64868
BAB34058	747	548	147	3.0404
BAB34059	414	215	86	4.53372
BAB34060	2106	1907	6306	37.4798
BBE29398	198	15.9266	276	196.418
BAB34061	1089	890	1856	23.6364
BAB34062	1161	962	2007	23.6465
BAB34063	630	431	183	4.81247
BAB34064	1221	1022	160	1.77445
BAB34065	903	704	64	1.03039
BAB34066	747	548	1221	25.254
BAB34067	564	365	42593	1322.63
BAB34068	1596	1397	18354	148.912
BAB34069	429	230	957	47.1605
BAB34070	1239	1040	1359	14.8109
BAB34072	411	212	2489	133.071
BAB34073	807	608	1579	29.4356
BAB34074	1464	1265	174	1.55902
BAB34075	879	680	37	0.616719
BAB34076	552	353	11	0.353193
BAB34077	1533	1334	33	0.280383
BAB34078	909	710	30	0.478914
BAB34079	297	98.0001	5	0.57828
BAB34080	1059	860	29	0.382203
BAB34081	1659	1460	565	4.38621
BAB34082	681	482	261	6.13745
BAB34083	1386	1187	238	2.27259
BAB34084	561	362	281	8.79816
BAB34085	210	20.9285	52767	28577.2
BAB34086	384	185	291	17.8285
BAB34087	789	590	851	16.3483
BAB34088	204	18.2087	6443	4010.54
BAB34089	966	767	10316	152.444
BAB34090	954	755	291	4.36858
BAB34091	642	443	1626	41.6017
BAB34092	264	65.044	2185	380.749
BAB34093	1212	1013	7667	85.7848
BAB34094	1089	890	5644	71.8772
BAB34095	1113	914	2472	30.6547
BAB34096	1902	1703	4004	26.6486
BAB34097	468	269	2165	91.2221
BAB34098	318	119	3223	306.978
BAB34099	612	413	986	27.0596
BAB34100	642	443	1711	43.7764
BAB34101	1032	833	3804	51.7595
BAB34102	582	383	5499	162.734
BAB34103	2583	2384	22608	107.486
BAB34104	483	284	2351	93.8271
BAB34106	708	509	26	0.578962
BAB34107	1428	1229	130	1.19891
BAB34108	555	356	21	0.668596
BAB34109	708	509	15	0.334016
BAB34112	1671	1472	137	1.05489
BAB34113	936	737	574	8.82752
BAB34114	726	527	1220	26.2388
BAB34115	675	476	894	21.2875
BAB34116	741	542	1164	24.3415
BAB34117	909	710	10369	165.528
BAB34118	1539	1340	2926	24.7493
BAB34119	879	680	6856	114.276
BAB34120	468	269	1989	83.8063
BAB34121	1080	881	5477	70.463
BAB34122	1425	1226	6170	57.0412
BAB34123	1176	977	1220	14.1534
BAB34127	1665	1466	3110	24.0448
BAB34128	753	554	2212	45.2553
BAB34129	1221	1022	2049	22.724
BAB34130	1149	950	1817	21.6783
BAB34131	801	602	2406	45.2995
BAB34132	1947	1748	1871	12.1318
BAB34133	1665	1466	13579	104.985
BAB34136	327	128	315	27.893
BAB34137	447	248	13224	604.373
BAB34138	531	332	6818	232.763
BAB34139	363	164	691	47.7561
BAB34140	765	566	942	18.8638
BAB34141	546	347	3075	100.441
BAB34142	1641	1442	11834	93.0166
BAB34143	1320	1121	379	3.83202
BAB34144	2199	2000	232	1.31478
BAB34145	678	479	166	3.92796
BAB34146	2685	2486	717	3.26898
